,title,company,location,job_type,languages,soft_skills,skills,degree_type,degree_field,sub_category_1,sub_category_2,sub_category_3,experience_periode,Homeoffice,teilzeit,Vollzeit
1229,Sector Manager Business Developer Biomedicine Technology Medical Technology,NETZSCH-Gerätebau GmbH,Selb,['Feste Anstellung'],,['communication'],[],,,IT,DevOps & Cloud,Cloud Engineering,,False,False,True
1230,Specialist Case Data Management - Order Processing,Vectron Systems AG,Münster,['Feste Anstellung'],['english'],['communication'],['data management'],,,IT,Data & AI,Data Analysis,,True,False,True
1231,Network Engineer Data ,Gigahertz GmbH,Forst Baden,['Feste Anstellung'],"['german', 'english']",['communication'],"['linux', 'bash', 'perl', 'python', 'programming language']",,,IT,DevOps & Cloud,Infrastructure & Networking,,True,False,True
1233,Growth Marketing Manager,J.P. Morgan AG,,['Feste Anstellung'],['german'],"['management', 'collaboration', 'communication']","['project management', 'facebook ads']",,,Business,Sales & Marketing,Digital Marketing,,False,False,True
1234,Media Analytics Director,Circana GmbH,Düsseldorf,['Feste Anstellung'],['german'],"['management', 'initiative']","['strategic planning', 'data analysis']",,,Business,Sales & Marketing,Digital Marketing,,False,False,True
1235,Consultant Data Warehouse,integration-factory GmbH & Co. KG,Frankfurt,['Feste Anstellung'],,['communication'],['data warehouse'],['degree'],"['economic', 'computer science', 'business']",IT,Data & AI,Data Engineering,3y,False,False,True
1236,Data Analytical Engineer,BuildingMinds GmbH,Berlin,['Feste Anstellung'],,['analytical'],"['python', 'sql', 'azure', 'databricks', 'apache flink', 'snowflake', 'data foundation', 'kubernetes', 'containerization', 'programming language', 'data engineering', 'dbt (data build tool)', 'data pipeline tool', 'big data tool', 'database', 'data warehouse', 'data lake']",,,IT,Data & AI,Data Science,10y,True,False,True
1237,Surveying Engineer Or Bachelor Master Science Geomatic,SBI Beratende Ingenieure für Bau-Verkehr-Vermessung GmbH,Hamburg,['Feste Anstellung'],,,[],,,IT,Software Development,Full-Stack Development,,False,False,True
1238,Computer Scientist Computer Scientist Or It Specialist Application Development Or Similar Database Expert T-Sql Mssql Oracle Postgresql Mysql Mariadb,primaholding GmbH,Berlin,['Feste Anstellung'],,['analytical'],"['oracle', 'programming language', 'database']",,,IT,IT Support,Database Administration,,False,False,True
1239,Business Consultant Microsoft Power Platform,HDI AG,Hannover,['Befristeter Vertrag'],['english'],['communication'],"['word', 'database']",,,Business,Sales & Marketing,Digital Marketing,,True,True,True
1240,Consultant Data Engineer,integration-factory GmbH & Co. KG,Frankfurt,['Feste Anstellung'],"['german', 'english']",['management'],"['sql', 'hadoop', 'data foundation', 'programming language', 'big data tool', 'database']",,,IT,Data & AI,Data Engineering,,False,False,True
1241,Medical Technician Qa Engineer,eucatech AG (A member of OrbusNeich Group),Weil am Rhein,['Feste Anstellung'],"['german', 'english']","['communicates', 'management', 'communication']","['sap', 'sharepoint', 'data pipeline tool', 'big data tool']",,,IT,DevOps & Cloud,DevOps Engineering,,True,False,True
1242,Project Manager Building Manager Epcm Industry - Construction Industrial Projects,Drees & Sommer SE,"Frankfurt am Main, Hannover",['Feste Anstellung'],['german'],['management'],[],"['master', 'degree']",['engineering'],Engineering,Civil & Structural,Civil & Structural,,True,False,True
1243,Project Manager Building Construction Industry Industry,Drees & Sommer SE,München,['Feste Anstellung'],"['german', 'english']",['management'],['project management'],,,Engineering,Civil & Structural,Civil & Structural,,True,False,True
1244,Process Manager Project Manager Digitization Purchasing,enercity AG,Hannover,['Feste Anstellung'],['english'],"['management', 'communication']",['programming language'],['degree'],"['engineering', 'business']",Business,Finance,Wealth Management,,True,False,True
1245,Dual Studies Insurance Industry,Lippische Landesbrandversicherung AG,Detmold,"['Ausbildung', 'Studium']",,['initiative'],['programming language'],,,Business,Finance,Risk Management,,True,False,True
1246,Frontend Software Developer - Frontend Developer,validdata GmbH,Dingden,['Feste Anstellung'],,['team player'],"['react', 'svelte', 'css', 'tailwind']",,,IT,Software Development,Full-Stack Development,,True,False,True
1248,Bi Analyst,Arethia Services Germany GmbH & Co. KG,Reinbek,['Feste Anstellung'],,"['management', 'communication']","['sql', 'excel', 'microsoft power platform', 'programming language', 'database', 'data warehouse']",['degree'],"['computer science', 'business']",IT,Data & AI,BI,3y,False,False,True
1249,Project Manager Epcm Industry - Project Management Industrial Projects,Drees & Sommer SE,"Stuttgart, München, Frankfurt am Main, Mannheim, Leipzig, Hamburg, Köln",['Feste Anstellung'],['english'],"['management', 'initiative']",['project management'],,,Business,Finance,Wealth Management,,True,False,True
1250,Application Developer Project Management Office,ZEISS,Oberkochen (Baden-Württemberg),['Feste Anstellung'],,['initiative'],"['javascript', 'typescript', 'programming language', 'bi tools']",['degree'],"['computer science', 'business']",IT,Software Development,Frontend Development,,False,False,True
1251,Risk,N26 GmbH,Berlin,['Feste Anstellung'],"['german', 'english']","['communicates', 'analytical', 'management', 'attention to detail']","['python', 'programming language']",['degree'],"['economic', 'business']",Business,Finance,Risk Management,,True,False,True
1252,Mitarbeiter Social Responsibility Supply Chain Management,DELTA-SPORT HANDELSKONTOR GMBH,Hamburg,['Feste Anstellung'],"['german', 'english']","['communicates', 'management', 'initiative']",['ms office'],['degree'],['technical'],Logistics & Supply Chain,Logistics Management,Logistics Management,,True,False,True
1253,Marketing Tech Content Automation Expert Artificial Intelligence Tools Martech Systems,MAINGAU Energie GmbH,Obertshausen,['Feste Anstellung'],,,"['api', 'ai']",,,Engineering,Electrical Engineering,Electrical Engineering,,True,False,True
1254,Controller,REWE Group,Köln,['Feste Anstellung'],,,[],,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,True,False,True
1255,Project Manager ,BFT Planung GmbH,Düsseldorf,['Feste Anstellung'],,['management'],[],"['master of science', 'bachelor']","['engineering', 'technical']",Business,Finance,Wealth Management,,False,False,True
1256,Denial Thesis Business Development Marketing,Stockert GmbH,Freiburg im Breisgau,"['Bachelor-/Master-/Diplom-Arbeiten', 'Praktikum']","['german', 'english']","['communication', 'initiative']",[],,,Business,Sales & Marketing,Sales,,False,False,True
1257,Azure Data Engineer,ARETO Consulting GmbH,Berlin,['Feste Anstellung'],['german'],,"['data foundation', 'azure', 'data warehouse']",,,IT,Data & AI,Data Engineering,,True,False,True
1258,- Computer Science General Computer Science Autumn,ZEISS,Oberkochen (Baden-Württemberg),"['Ausbildung', 'Studium']",,['communication'],[],"['bachelor of science', 'degree']",['technical'],IT,Software Development,Full-Stack Development,3y,False,False,True
1260,Presales Consultant Sales Engineer It Security,Consist Software Solutions GmbH,"Kiel, Frankfurt",['Feste Anstellung'],"['german', 'english']",,['linux'],,,Business,Sales & Marketing,Sales,,True,True,True
1262,Java Developer Rzp,Deutsche Post AG,Köln,['Feste Anstellung'],,,['java'],,,IT,Software Development,Backend Development,,True,False,True
1263,Plant Mechanics Sanitary Heating Air Conditioning Technology,ANregiomed,Dinkelsbühl,['Feste Anstellung'],,,[],,,Engineering,Electrical Engineering,Electrical Engineering,,False,False,True
1264,Architect Industrial Projects - Design Execution Planning,Drees & Sommer SE,"Stuttgart, Dresden",['Feste Anstellung'],"['german', 'english']",,['revit'],,,IT,IT Management,Enterprise Architecture,,True,False,True
1265,Specialist M365,Liebherr-IT Services GmbH,Kirchdorf an der Iller,['Feste Anstellung'],,['management'],['rest'],,,Customer Service,Client Relations,Client Relations,,True,False,True
1267,Informatiker Traffic Management Systems It Database Development,Landeshauptstadt Stuttgart,Stuttgart,['Feste Anstellung'],['german'],"['management', 'communication']",['project management'],"['masters', 'bachelor of science', 'degree']","['engineering', 'computer science']",IT,Data & AI,Data Analysis,,True,True,True
1268,Software Engineer - Data Plane,EMnify GmbH,Berlin,['Feste Anstellung'],,"['adaptability', 'communication']",['linux'],,,IT,Software Development,Full-Stack Development,,True,False,True
1269,Manager Data Protection,Universitätsklinikum Leipzig AöR,Leipzig,['Feste Anstellung'],,['communication'],['ai'],"['certification', 'degree']",['computer science'],Legal,Compliance & Regulatory,Compliance & Regulatory,,False,True,True
1270,Project Manager Construction Manager Epcm Industry - Commissioning Commissioning Industrial Building Projects,Drees & Sommer SE,"Stuttgart, München",['Feste Anstellung'],,['communication'],[],['master'],"['engineering', 'technical']",Engineering,Civil & Structural,Civil & Structural,,True,False,True
1271,Project Engineer Clean Room Qualification,Exyte Central Europe GmbH,Nürnberg,['Feste Anstellung'],"['german', 'english']",['communication'],[],,,Engineering,Civil & Structural,Civil & Structural,,True,False,True
1272,Expert Risk Controlling Participation Financing,KfW Capital GmbH & Co. KG,Frankfurt am Main,['Feste Anstellung'],,,[],,,Business,Finance,Risk Management,,True,True,True
1273,Architectural Drafter Industrial Projects,Drees & Sommer SE,"Stuttgart, Dresden",['Feste Anstellung'],,,['autocad'],,,IT,IT Management,Enterprise Architecture,,True,False,True
1274,Training Coordinator Central Training,Bertelsmann SE & Co. KGaA,"Gütersloh, Mobile Office",['Befristeter Vertrag'],,,[],,,Logistics & Supply Chain,Transportation,Transportation,,True,False,True
1275,Data Analyst,Lohfert & Lohfert AG,20148 Hamburg,['Feste Anstellung'],,,"['excel', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,True,False,True
1276,Training Coordinator Central Training,Bertelsmann SE & Co. KGaA,"Gütersloh, Mobile Office",['Befristeter Vertrag'],,,[],,,Logistics & Supply Chain,Transportation,Transportation,,True,False,True
1277,Solutions Architect,NEXPLORE Technology GmbH,Darmstadt,['Feste Anstellung'],,,[],,,IT,IT Management,Enterprise Architecture,,False,False,True
1278,Project Manager,AnyDesk Software GmbH,Stuttgart,['Feste Anstellung'],,,[],,,Business,Finance,Wealth Management,,True,False,True
1279,Quality Inspector Search Results,Welocalize GmbH,Berlin,['Feste Anstellung'],"['german', 'english']",,[],,,Manufacturing & Production,Quality Control,Quality Control,,True,False,False
1280,Controller,K2 Systems GmbH,Renningen,['Feste Anstellung'],"['german', 'english']","['communication', 'initiative']",['ms office'],,,Logistics & Supply Chain,Procurement & Planning,Procurement & Planning,,True,False,True
1281,Brand Strategy Expert,Miele & Cie. KG,Gütersloh,['Feste Anstellung'],,"['analytical', 'collaboration', 'communication']",[],,,Business,Sales & Marketing,Digital Marketing,,True,False,True
1282,Hr Business Partner Dach,Hollister Incorporated Niederlassung Deutschland,München,['Befristeter Vertrag'],['english'],['team player'],[],,,Business,HR,Recruitment,,True,False,True
1283,Expert Epcm Industry - Approval Management Bimschg,Drees & Sommer SE,Dresden,['Feste Anstellung'],"['german', 'english']","['management', 'communication']",[],,,IT,Data & AI,Data Analysis,,True,False,True
1284,Data Quality Manager,VP Verbund Pflegehilfe GmbH,Mainz am Rhein,['Feste Anstellung'],['german'],"['organized', 'communication']","['excel', 'word', 'outlook']",,,IT,Data & AI,Data Analysis,,False,False,True
1285,Cloud Analytics - Data Engineer,dinext. AG,bundesweit,['Feste Anstellung'],,['communicates'],"['microsoft power platform', 'power bi', 'sql', 'azure', 'programming language', 'bi tools', 'database', 'data lake']",,,IT,Data & AI,Data Engineering,,True,False,True
1287,Network Administrator,Zweckverband Bodensee-Wasserversorgung,Stuttgart,['Feste Anstellung'],,,"['linux', 'r', 'perl', 'java', 'programming language']","['master of science', 'bachelor']",['computer science'],Legal,Legal Support,Legal Support,,False,False,True
1288,Azure Data Engineer,ARETO Consulting GmbH,deutschlandweit,['Feste Anstellung'],['german'],,"['azure devops', 'data foundation', 'azure', 'devops/mlops', 'data warehouse']",,,IT,Data & AI,Data Engineering,,True,False,True
1289,Business Analytics Developer Bi,HDI AG,Hannover,['Feste Anstellung'],,['communicates'],"['sql', 'programming language', 'bi tools', 'database']",,,IT,Data & AI,BI,,True,True,True
1290,Legal Counsel - It Digitization,Schwarz Digits,Neckarsulm,['Feste Anstellung'],"['german', 'english']",,[],,,Business,Administration & Legal,Legal & Compliance,,False,False,True
1291,M365 Engineer - Power Platform,EOS Technology Solutions GmbH,Hamburg,['Feste Anstellung'],"['german', 'english']",['communication'],"['sharepoint', 'azure', 'hybrid/multi cloud', 'bi tools']",,,Engineering,Electrical Engineering,Electrical Engineering,,True,True,True
1292,Legal Counsel - It Digitization,Schwarz Digits,Neckarsulm,['Feste Anstellung'],"['german', 'english']",,[],,,Business,Administration & Legal,Legal & Compliance,,False,False,True
1293,Java Developer Output Management,Deutsche Post AG,Berlin,['Feste Anstellung'],,,['java'],,,IT,Software Development,Backend Development,,True,False,True
1294,Document Controller Epcm Industry,Drees & Sommer SE,"Stuttgart,Frankfurt am Main, München, Hamburg, Leipzig, Köln, Berlin",['Feste Anstellung'],"['german', 'english']",['management'],"['ms office', 'excel', 'word']",,,IT,Data & AI,Data Analysis,,True,False,True
1295,Retail Media Manager,BAUHAUS,Mannheim,['Feste Anstellung'],"['german', 'english']","['team player', 'management', 'communication']",['data foundation'],['degree'],['business'],Business,Sales & Marketing,Digital Marketing,,True,False,True
1296,Risk Professional - Information Communications Technology,Aioi Nissay Dowa Insurance Company of Europe SE,Ismaning,['Feste Anstellung'],"['german', 'english']","['analytical', 'management', 'communication']","['nist', 'risk management']","['bachelor', 'master', 'degree']","['engineering', 'computer science', 'business']",IT,Data & AI,Data Analysis,2y,True,False,True
1297,Strategic Sap Project Manager,ZEISS,Aalen (Baden-Württemberg),['Feste Anstellung'],"['german', 'english']","['management', 'communication']",['sap'],['degree'],"['engineering', 'computer science', 'business']",Business,Finance,Wealth Management,,False,False,True
1299,Sap Data Migration Specialist Sap Developer,"PROMOS consult Projektmanagement, Organisation und Service GmbH",Berlin,['Feste Anstellung'],['german'],['analytical'],['sap'],,,IT,IT Support,ERP & Business Systems,,True,True,True
1300,Sap Data Migration Specialist Sap Developer,"PROMOS consult Projektmanagement, Organisation und Service GmbH",Kassel Hessen,['Feste Anstellung'],['german'],['analytical'],['sap'],,,IT,IT Support,ERP & Business Systems,,True,True,True
1301,Integrated Sourcing Process Specialist,Hager SE,Blieskastel,['Feste Anstellung'],"['german', 'french', 'english']","['management', 'communication', 'attention to detail']",[],,,Engineering,Industrial & Systems,Industrial & Systems,,False,False,True
1302,- Strategic Asset Management Technology,Stadtwerke Herne AG,Herne,['Berufseinstieg/Trainee'],,"['analytical', 'management', 'initiative']",['ms office'],,,IT,Data & AI,Data Analysis,,True,False,True
1303,Architect Industrial Projects - Design Implementation Planning,Drees & Sommer SE,"Stuttgart, Dresden",['Feste Anstellung'],['german'],,['revit'],['degree'],['technical'],IT,IT Management,Enterprise Architecture,,True,False,True
1304,Project Manager Building Manager Epcm Industry - Construction Industrial Projects,Drees & Sommer SE,"Stuttgart, München",['Feste Anstellung'],['german'],['management'],[],"['master', 'degree']",['engineering'],Engineering,Civil & Structural,Civil & Structural,,True,False,True
1305,Data Analyst,Lohfert & Lohfert AG,Hamburg,['Feste Anstellung'],,,"['excel', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,True,False,True
1306,Data Analytics Engineer,Taikonauten GmbH & Co. KG,Berlin,['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['power bi', 'python', 'sql', 'data foundation', 'programming language', 'data engineering', 'bi tools', 'database', 'data warehouse']",,,IT,Data & AI,Data Analysis,,True,False,True
1307,Expert Epcm Industry - Approval Management Bimschg,Drees & Sommer SE,"Stuttgart, Frankfurt am Main, München, Köln, Berlin, Freiburg",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",[],,,IT,Data & AI,Data Analysis,,True,False,True
1308,Devops Engineer - Gcp - Global Sovereign Cloud Delivery,SAP SE,"St. Leon-Rot, DE, 68789",['Feste Anstellung'],,"['analytical', 'management', 'communication']",['google cloud'],,,IT,DevOps & Cloud,DevOps Engineering,2y,False,True,False
1309,Expert Epcm Industry - Approval Management Bimschg,Drees & Sommer SE,"Stuttgart, Frankfurt am Main, München, Köln, Berlin, Freiburg",['Feste Anstellung'],"['german', 'english']","['management', 'communication']",[],,,IT,Data & AI,Data Analysis,,True,False,True
1310,People Culture Business Partner Customer Services Delivery,SAP SE,"Walldorf, DE, 69190",['Feste Anstellung'],['english'],"['communication', 'initiative', 'problem solving', 'management', 'collaboration', 'adaptability', 'analytical']",['sap'],"['master', 'degree']",['business'],Business,Sales & Marketing,Digital Marketing,5y,False,False,True
1311,Business Data Steward,B.Braun Vertriebs GmbH,Melsungen,['Feste Anstellung'],,"['analytical', 'management']",['data foundation'],"[""bachelor's"", 'degree']","['computer science', 'business']",IT,Data & AI,Data Analysis,,True,False,True
1312,Intern Crm Marketing,Roast Market GmbH,Frankfurt am Main,"['Praktikum', 'Studentenjobs', 'Werkstudent']",['english'],['communication'],['excel'],,,Business,Sales & Marketing,Digital Marketing,,False,True,True
1313,Pre-Sales Consultant Datacenter - Süd,thinkRED West GmbH,Leipzig,['Feste Anstellung'],['english'],['management'],['data analysis'],['degree'],"['technical', 'computer science', 'business']",Business,Sales & Marketing,Sales,,True,False,True
1314,Cloud Data Engineer,Synergie-Effekt GmbH,Köln,['Arbeitnehmerüberlassung'],['english'],"['communicates', 'analytical', 'communication']","['databricks', 'spark', 'delta lake', 'kafka', 'sql', 'scrum', 'ci/cd', 'azure', 'programming language', 'data pipeline tool', 'devops/mlops', 'big data tool', 'database', 'data warehouse', 'data lake']",,,IT,Data & AI,Data Engineering,,True,False,True
1315,Software Consultant Expert - Workforce Management,primion Technology GmbH,"Stetten a. k. M., bundesweit, Home-Office",['Feste Anstellung'],"['german', 'english']",,"['oracle', 'windows server', 'linux', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,True,False,True
1316,Manager Author - Management Consulting,KPMG AG Wirtschaftsprüfungsgesellschaft,"Frankfurt, München, Köln, Hamburg, Stuttgart, Düsseldorf, Hannover, Ulm",['Feste Anstellung'],,"['analytical', 'management']",[],['degree'],"['economic', 'computer science']",Business,Finance,Wealth Management,,True,False,True
1317,It-Projectionmanter Networkfactor Data Engineers,netzfactor GmbH,Springorumallee 10 Bochum,['Feste Anstellung'],,"['analytical', 'communication']",[],,,IT,Data & AI,Data Science,,False,False,True
1318,Offer Data Analyst Accounting,ACB-GmbH,"Wiesbaden, Deutschland",['Feste Anstellung'],"['german', 'english']",['communication'],"['excel', 'vba', 'python', 'sql', 'sap', 'programming language', 'database']",,,IT,Data & AI,Data Analysis,,False,False,True
1319,It Administrator It Administrator Area Databases,Landesamt für Geoinformation und Landentwicklung Baden-Württemberg,Kornwestheim,['Feste Anstellung'],,['communication'],"['sql', 'programming language', 'database']","['diploma', 'bachelor of science', 'degree']","['computer science', 'business']",Legal,Legal Support,Legal Support,,True,True,True
1320,Legal Counsel Banking Finance,KfW Capital GmbH & Co. KG,Frankfurt am Main,['Feste Anstellung'],,,[],,,Business,Administration & Legal,Legal & Compliance,,True,True,True
1321,Revenue Management Products Pricing,Hapag-Lloyd AG,Hamburg,"['Studentenjobs', 'Werkstudent']","['german', 'english']","['analytical', 'management', 'communication']",['excel'],"[""bachelor's"", 'degree']","['engineering', 'business']",IT,Data & AI,Data Analysis,,False,True,False
1322,Application Specialist Procurement,ISS Facility Services Holding GmbH,"bundesweit, Düsseldorf, Home-Office",['Feste Anstellung'],['english'],"['analytical', 'communication']","['supply chain', 'sap mm', 'sap']",['degree'],"['economic', 'business']",Customer Service,Client Relations,Client Relations,,True,False,True
1323,Intern Crm Marketing,Roast Market GmbH,Frankfurt am Main,"['Praktikum', 'Studentenjobs', 'Werkstudent']",['english'],['communication'],['excel'],,,Business,Sales & Marketing,Digital Marketing,,False,True,True
1324,Intern Crm Marketing,Roast Market GmbH,Frankfurt am Main,"['Praktikum', 'Studentenjobs', 'Werkstudent']",['english'],['communication'],['excel'],,,Business,Sales & Marketing,Digital Marketing,,False,True,True
1325,C Backend Developer Für Smart Building,GOLDBECK Technologies GmbH,"Köln, Bielefeld",['Feste Anstellung'],['english'],"['analytical', 'communication']","['javascript', 'cloud computing', 'kubernetes', 'containerization', 'programming language', 'data pipeline tool']",,,IT,Software Development,Backend Development,,True,False,True
1326,Devops Engineer Azure,SAP SE,"Berlin, DE, 10557",['Feste Anstellung'],,['communication'],"['azure', 'terraform', 'powershell', 'bash', 'python', 'grafana', 'prometheus', 'cloud computing', 'kubernetes', 'containerization', 'ci/cd', 'programming language', 'devops/mlops', 'iac']",,,IT,DevOps & Cloud,DevOps Engineering,6y,False,True,False
1327,Software Developer It Infrastructure Data Engineering,Ashampoo GmbH & Co. KG,Rastede,['Feste Anstellung'],,"['communicates', 'analytical']","['java', 'kotlin', 'aws', 'azure', 'programming language']",,,IT,Software Development,Full-Stack Development,,True,False,True
1328,Global Account Manager - Contract Logistics,Hellmann Worldwide Logistics SE & Co. KG,"Osnabrück,",['Feste Anstellung'],['english'],"['management', 'communication']",[],"['master', 'degree']",['business'],Business,Sales & Marketing,Sales,5y,True,False,True
1329,Software Development Electric Drives,Mercedes-Benz AG,Sindelfingen,"['Studentenjobs', 'Werkstudent']",,,[],,,Engineering,Electrical Engineering,Electrical Engineering,,True,True,False
1330,Software Process Owner Software Electronics,Ambu Innovation GmbH,"Augsburg, Ballerup",['Feste Anstellung'],,['communication'],['ai'],"['master', 'degree']","['engineering', 'computer science']",IT,QA & Testing,Manual Testing,,False,False,True
1331,Client Partner - Healthcare Life Sciences,ThoughtWorks Deutschland GmbH,Berlin,['Feste Anstellung'],,['leadership'],[],,,Healthcare,Public Health,Public Health,,False,False,True
1332,Ios Software Engineer Dvx Mobile Core,Netflix Services Germany GmbH,USA - Remote,['Feste Anstellung'],,['communication'],"['swift', 'typescript', 'programming language']",,,IT,Software Development,Full-Stack Development,,False,False,True
1333,Risk Controller Investment Financing,KfW Capital GmbH & Co. KG,Frankfurt am Main,['Feste Anstellung'],,,[],,,Business,Finance,Risk Management,,True,True,True
1334,Digital Analyst,BAUHAUS,Mannheim,['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['bigquery', 'bi tools', 'analytics techniques', 'data warehouse']",['degree'],"['economic', 'computer science', 'business']",IT,IT Support,ERP & Business Systems,,True,True,True
1335,Devops Engineer Asset Management Software Licenses - Sovereign Cloud,SAP SE,"St. Leon-Rot, DE, 68789",['Feste Anstellung'],,,['sap'],,,IT,DevOps & Cloud,DevOps Engineering,3y,False,True,False
1336,It Application Demand Manager Cloud,Iqony GmbH,Essen,['Feste Anstellung'],"['german', 'english']","['analytical', 'collaboration', 'creativity', 'initiative']","['data modeling', 'cloud computing']",,,IT,DevOps & Cloud,Cloud Engineering,,True,False,True
1337,Project Manager It Infrastructure,DATAGROUP,"Berlin, München, Hamburg, Neu-Isenburg, Nürnberg, Bremen",['Feste Anstellung'],"['german', 'english']","['management', 'communication']","['word', 'project management']",['master'],['technical'],IT,DevOps & Cloud,Cloud Engineering,,True,False,True
1338,Developer Data-Integration Platform,DONNER & REUSCHEL – Aktiengesellschaft,"Hamburg, München",['Feste Anstellung'],,['analytical'],"['python', 'data engineering', 'data lake']",,,IT,Data & AI,Data Analysis,,True,False,True
1339,Developer Data-Integration Platform,DONNER & REUSCHEL – Aktiengesellschaft,"Hamburg, München",['Feste Anstellung'],,['analytical'],"['python', 'data engineering', 'data lake']",,,IT,Data & AI,Data Analysis,,True,False,True
1340,It Service Manager,Lloyds Bank – Bank of Scotland,Berlin,['Feste Anstellung'],"['german', 'dutch', 'english']",['management'],[],"['bachelor', 'degree']",['computer science'],IT,IT Management,Product & Project Management,,True,True,True
1341,Sap Data Analytics Consultant,affinis AG,Stralsund,['Feste Anstellung'],,,"['sap', 'hybrid/multi cloud', 'programming language', 'bi tools', 'data warehouse']",['degree'],"['economic', 'computer science', 'business']",IT,Data & AI,Data Analysis,,True,False,True
1342,Administrative Assistant - Research Project Coordination,Universitätsklinikum Heidelberg,Heidelberg,['Befristeter Vertrag'],"['german', 'english']","['communication', 'attention to detail']",['ms office'],,,Business,Administration & Legal,Office Administration,5y,False,False,True
1343,Data Engineer April,Shareholder Value Management AG,Frankfurt am Main,"['Studentenjobs', 'Werkstudent']",['english'],,"['javascript', 'programming language']",,,IT,Data & AI,Data Engineering,,True,True,False
1344,Data Engineer,moresophy GmbH,"Munich, Germany",['Feste Anstellung'],,['communication'],['python'],,,IT,Data & AI,Data Engineering,,True,False,True
1345,Construction Technician Construction Draftsman Infrastructure Transport Facilities,Drees & Sommer SE,"Stuttgart, München, Frankfurt, Berlin, Köln, Hamburg",['Feste Anstellung'],"['german', 'english']",,"['word', 'revit']",,,Engineering,Civil & Structural,Civil & Structural,,True,True,True
1347,Software Developer Tech,ZEISS,München,['Feste Anstellung'],"['german', 'english']","['leadership', 'communication']","['python', 'programming language']",['master'],"['technical', 'computer science']",IT,Software Development,Full-Stack Development,,False,False,True
1348,Trading It - Solution Architect,Uniper SE,Düsseldorf,['Feste Anstellung'],['english'],"['team player', 'analytical', 'management', 'communication']",[],,,IT,IT Management,Enterprise Architecture,,False,False,True
1349,Inhouse Sap Consultant,Ratiodata SE,Münster,['Feste Anstellung'],['german'],['communication'],['sap'],['degree'],"['computer science', 'business']",IT,IT Support,ERP & Business Systems,,True,False,True
1350,Data Analyst,PAUL Tech AG,Mannheim,['Feste Anstellung'],,['analytical'],"['sql', 'python', 'power bi', 'programming language', 'bi tools', 'database']",,,IT,Data & AI,Data Analysis,,False,False,True
1351,Engineer Process Engineer Biotechnologist Pharmaceutical Technician Chemical Engineer Project Engineer Quality Engineer,Testo Industrial Services GmbH,Kirchzarten,['Feste Anstellung'],['german'],,['ms office'],"['bachelor', 'master', 'degree']",['engineering'],Engineering,Chemical & Process,Chemical & Process,,False,True,True
1352,Outsourcing Vendor Management,J.P. Morgan AG,"Berlin, Germany",['Feste Anstellung'],,"['communicates', 'management', 'initiative']","['supply chain', 'project management']",,,IT,Data & AI,Data Analysis,,False,False,True
1353,Engineer Process Engineer Biotechnologist Pharmaceutical Technician Chemical Engineer Project Engineer Quality Engineer,Testo Industrial Services GmbH,Kirchzarten,['Feste Anstellung'],['german'],,['ms office'],"['bachelor', 'master', 'degree']",['engineering'],Engineering,Chemical & Process,Chemical & Process,,False,True,True
1354,Global Brand Manager 80-,Dr. Falk Pharma GmbH,Freiburg,['Befristeter Vertrag'],"['german', 'english']","['leadership', 'management', 'communication']",['project management'],,,Media & Design,Marketing & PR,Marketing & PR,5y,True,True,True
1355,Data Analyst Software Developer Data Warehouse,Apella AG,Neubrandenburg Mecklenburg,['Feste Anstellung'],,,"['sql', 'programming language', 'database']",['degree'],['computer science'],IT,Data & AI,Data Analysis,,True,False,True
1356,Financial Accountant Data Tax,DATA-TAX Steuerberatungsgesellschaft mbH,Meppen,['Feste Anstellung'],,,[],,,IT,Data & AI,Data Analysis,,True,True,True
1357,Employee Management Education,Stiftung Planetarium Berlin,Berlin,['Feste Anstellung'],,"['analytical', 'management', 'communication']",[],,,Public Sector & Non-Profit,Education & Research,Education & Research,,True,False,True
1358,Consultant Cybersecurity,Sopra Steria,"bundesweit, Berlin, Frankfurt, Hamburg, Köln, Leipzig, München",['Feste Anstellung'],['english'],['management'],"['project management', 'siem']",,,IT,Cybersecurity,Security Engineering,,True,False,True
1359,Product Management - Tools,Hays – Working for your tomorrow,Ludwigsburg,['Feste Anstellung'],,"['team player', 'management']",[],['degree'],['business'],IT,Data & AI,Data Analysis,,True,False,True
1360,Product Specialist Cash Management,BANK OF CHINA LIMITED Zweigniederlassung Frankfurt,Frankfurt am Main,['Feste Anstellung'],"['german', 'english']",['open-minded'],[],"['bachelor', 'degree']",['economic'],Retail & Consumer,Inventory & Merchandising,Inventory & Merchandising,2y,False,False,True
1361,Software Architect Artificial Intelligence,GFT Technologies,Frankfurt am Main,['Feste Anstellung'],"['german', 'english']",,"['grafana', 'cloud computing']",,,IT,QA & Testing,Automation Testing,,True,False,True
1362,Real Estate Analyst Asset Management,PIMCO Prime Real Estate GmbH,Frankfurt am Main,['Feste Anstellung'],['german'],"['analytical', 'management', 'communication']","['ms office', 'excel']",['degree'],"['economic', 'business']",Business,Finance,Wealth Management,3y,True,False,True
