title,company,location,job_type,employment_type,description,requirements
Data Engineer (m/w/d),Strauss GmbH & Co. KG,"Freigericht, bundesweit, Home-Office",Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Strauss ist Europas führende Workwear Brand. Die Produkte mit Utilitycharakter haben mittlerweile regelrechten Lifestyle- und Kultstatus unter den Fans. Das Unternehmen mit Hauptsitz im hessischen Main-Kinzig-Kreis beschäftigt insgesamt über 1700 Mitarbeitende an allen Standorten und fertigt in 27 Ländern weltweit mit Schwerpunkt in Südostasien. Strauss ist ein Familienunternehmen. Wie viel Opa Engelbert steckt noch drin im Kult-Vogel? Eine ganze Menge: Von Du-Kultur bis Ess-Kultur – unsere Werte sind das Fundament, auf dem unsere Next Level Brand ruht.“Treffpunkt Stargate – an der Schnittstelle von Mensch und Roboter” – Strauss setzt mit Industrie 4.0 und der Digitalisierung operativer Abläufe neue Maßstäbe. Sehr stark investieren wir in die technische Konzeption unseres Markenauftritts auf jeglichen Endgeräten sowie in die konsequente Weiterentwicklung maßgeschneiderter IT-Lösungen auf der Warenwirtschaftsseite.Werde auch du Resident in unserem „IT-Village“ in Freigericht nahe Frankfurt a.M.. Wir bieten dir kreative Aufgaben in allen Bereichen. Sei dabei und bewirb dich jetzt.","Du besitzt mehrjährige Erfahrung im Bereich Data Engineering, insbesondere in der DWH/ETL-Entwicklung und Data Ingestion.Du bringst fundierte Kenntnisse in Data Modeling und in der Erstellung von Data Marts mit und hast idealerweise schon erste Erfahrung in der Implementierung von Ansätzen zum Data Sharing im Data Mesh und in der Entwicklung von Data Products sammeln können.Du bist sicher im Umgang mit SQL und Python zur Automatisierung von Prozessen und der Erstellung komplexer Datenabfragen sowie Stream Processing mit z.B. Kafka Streams.Du kennst dich bestens aus, wenn es um Softwareentwicklungszyklen und dessen Best Practices (z.B. CI/CD, GitOps, DDD, Testing) geht.Du punktest du mit deinen sicheren Skills in Snowflake, MS SQL, Kafka, Kubernetes und MongoDB.Dein analytisches Denkvermögen, deine Kommunikationsstärke sowie die Bereitschaft, in unserem agilen Softwareentwicklungsteam mitzuarbeiten, zeichnen dich aus.Deine guten Englisch-Skills in Wort und Schrift kannst du miteinbringen."
IT-Systemspezialist (m/w/d) Data Center / Rechenzentrum,GOLDBECK Technologies GmbH,Bielefeld,Feste Anstellung,"Homeoffice möglich, Vollzeit","GOLDBECK realisiert zukunftsweisende Immobilien in Europa. Wir verstehen Gebäude als Produkte und bieten alle Leistungen aus einer Hand: vom Design über den Bau bis zu Services im Betrieb. Aktuell beschäftigt unser Familienunternehmen rund 13.000 Mitarbeitende an über 100 Standorten bei einer Gesamtleistung von über 6,4 Mrd. Euro. Unser Anspruch „building excellence“ steht dabei für Spitzenleistungen beim Planen, Bauen und Betreiben sowie die Weiterentwicklung unserer Talente – Zukunftsfähigkeit inklusive.IT-Systemspezialist (m/w/d) Data Center / Rechenzentrum","Abgeschlossene Ausbildung als Fachinformatiker (m/w/d), erfolgreich beendetes Studium im entsprechenden Bereich oder vergleichbare QualifikationenGute Kenntnisse und Praxiserfahrung in der Administration von Virtualisierungsumgebungen, Storagesystemen sowie Windows- und Linux-ServernErfahrungen im Betrieb von Data-Centern (Rechenzentren), Hardwarekomponenten und NetzwerkenErste Berufserfahrungen mit MS Azure wünschenswertSelbstständige und eigenverantwortliche Arbeitsweise, Flexibilität und lösungsorientiertes DenkenAusgeprägtes Dienstleistungsverständnis sowie Kommunikations- und Teamfähigkeit werden vorausgesetzt"
Manager Nutrition Science & Communication (m/w/d),SAVANNA Ingredients GmbH,Elsdorf bei Köln,Feste Anstellung,Vollzeit,"Die Savanna Ingredients GmbH ist der innovative Solution Provider rund um Allulose und funktionelle Kohlenhydrate in Europa. Unser Unternehmen am Standort Elsdorf bei Köln gehört zu einer führenden europäischen Lebensmittel­gruppe, der Pfeifer & Langen IHKG, und arbeitet mit den internationalen Top-Playern der Nahrungs- und Genuss­mittel­industrie zusammen. Wir freuen uns, wenn du als Teil unseres Expertenteams mit der gleichen Begeisterung wie wir einen aktiven Beitrag zur Ernährungswende leisten willst.Manager Nutrition Science & Communication (m/w/d)","Abgeschlossenes Masterstudium im Bereich Ernährungswissenschaften/Ökotrophologie, Ernährungsmedizin, oder ein naturwissenschaftliches Studium (z.B. Biochemie, Biologie, Chemie oder Pharmazie) mit einer Spezialisierung im Bereich Nutrition ScienceMehrjährige praktische Berufserfahrung im Bereich der Nutrition Communication / Nutrition Science in der Lebensmittelindustrie und in der Durchführung klinischer StudienAusgeprägte Fähigkeit, wissenschaftliche Literatur zu recherchieren sowie zu interpretierenAusgezeichnete Kommunikations- und Präsentationsfähigkeiten sowie die Fähigkeit, komplexe wissenschaftliche Konzepte in klarer und prägnanter Sprache zu vermittelnErfahrung im Bereich Regulatory AffairsKenntnisse im Bereich der Sensorik und der Humanphysiologie des Geschmacks sind von VorteilErste Erfahrungen im Umgang mit Social Media und deren Einsatzmöglichkeiten sowie dem entsprechenden Content Creating in ansprechender Art und Weise sind wünschenswertKreativität, strategisches Denken und außergewöhnliche KommunikationsfähigkeitenAusgezeichnete schriftliche und mündliche Kommunikationsfähigkeiten in Deutsch und EnglischTeamplayer mit ausgeprägten zwischenmenschlichen FähigkeitenSehr strukturierte und eigenständige ArbeitsweiseReisebereitschaft und Führerschein Klasse B"
"Manager Corporate Audit for Data Analytics, IT Audits and Systems (w/m/d)",Freudenberg Group,Weinheim,Feste Anstellung,Vollzeit,"„We will wow your world!” Das ist unser Versprechen, wenn es um Arbeiten bei Freudenberg geht. Als globaler Technologiekonzern machen wir die Welt nicht nur sauberer, gesünder und komfortabler, sondern bieten unseren 52.000 Mitarbeitenden auch ein vernetztes und vielfältiges Arbeitsumfeld, in dem sich alle individuell entfalten können. Lassen Sie sich überraschen und erleben Sie Ihre eigenen „Wow”-Momente. Gemeinsam mit Partnern, Kunden und der Wissenschaft entwickeln wir technisch führende Produkte, exzellente Lösungen und Services für rund 40 Marktsegmente und für Tausende von Anwendungen: Dichtungen, schwingungstechnische Komponenten, Batterie und Brennstoffzelle, technische Textilien, Filter, Reinigungstechnologien und -produkte, Spezialchemie und medizintechnische Produkte.Sie unterstützen unser Team alsManager Corporate Audit for Data Analytics, IT Audits and Systems (w/m/d)","Hochschulabschluss, vorzugsweise in einer der folgenden Fachrichtungen: Finanzen, Wirtschaftswissenschaften, Rechnungswesen, Wirtschaftsingenieurwesen, Wirtschaftsinformatik, Betriebswirtschaft oder verwandte FachrichtungenMehr als 2 Jahre Erfahrung in der Wirtschaftsprüfung oder gleichwertige, einschlägige ErfahrungErste Erfahrung mit analytischen Verfahren bzw. Datenanalyse und ihren KonzeptenGutes Prozessverständnis, Neugierde, Liebe zum Detail und analytisches DenkenKommunikationsfähigkeit sowie sehr gute Englisch- und Deutschkenntnisse in Wort und SchriftBereitschaft zu weltweiten Reisen (bis zu ca. 30% der Arbeitszeit)"
Werkstudent Master Data Management Technology System (m/w/d),Rohde & Schwarz GmbH & Co. KG,München,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Rohde & Schwarz ist ein globaler Technologiekonzern mit aktuell ca. 14.000 Mitarbeitern und drei Divisionen: Test & Measurement, Technology Systems und Networks & Cybersecurity. Seit 90 Jahren entwickelt das Unternehmen Spitzentechnologie, verschiebt die Grenzen des technisch Machbaren und ermöglicht Kunden aus Wirtschaft, Behörden und hoheitlichem Umfeld ihre technologische Souveränität.Der Firmensitz ist in München. In Asien und Amerika steuern starke regionale Hubs in Singapur und Columbia, Maryland, die Geschäfte.Verstärke unseren Bereich Controlling in München (Deutschland) zum nächstmöglichen Zeitpunkt.","- Laufendes Studium eines wirtschaftswissenschaftlichen, informationstechnologischen oder ingenieurwissenschaftlichen Studienganges- Sehr gute Erfahrungen im Umgang mit Excel (Pivot, Formeln) und Powerpoint- Kenntnisse in SAP ERP, Confluence und Jira sind von Vorteil- Ausgeprägte Eigeninitiative sowie eine selbstständige und strukturierte Arbeitsweise- Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift"
Data Management Specialist (w/m/d),DELO Industrie Klebstoffe GmbH & Co. KGaA,Windach bei München,Feste Anstellung,"Homeoffice möglich, Vollzeit","Klebstoff für die Zukunft, Karriere fürs LebenDELO steht für Innovation auf höchstem Niveau. Wir entwickeln und produzieren Spezialklebstoffe für Hightech-Branchen: von der Halbleiter- über die Automobil- bis hin zur Consumer Electronics-Industrie. Wir sind ein unsichtbarer, aber unverzichtbarer Teil in einer klimafreundlichen Wirtschaft. Als Familienunternehmen investieren wir 15 Prozent unseres Umsatzes in Forschung & Entwicklung und sichern so die Arbeitsplätze unserer Mitarbeitenden - mit cleveren Lösungen und nachhaltigem Engagement. Mehr als 1.100 smarte Köpfe bilden mittlerweile unser weltweit wachsendes DELO-Team. Werden Sie ein Teil davon!Als Data Steward sind Sie zentral verantwortlich für die Verwaltung und Überwachung der Datenressourcen unseres Unternehmens. Mit einem klaren Fokus auf Datenqualität, -verwaltung und -sicherheit sorgen Sie dafür, dass unsere Daten konsistent, verlässlich, und für diverse Geschäftsprozesse und strategische Entscheidungen nutzbar sind. Sie arbeiten eng mit verschiedenen Fachabteilungen zusammen, um die Unternehmensdaten bestmöglich zur Unterstützung unserer Geschäftsprozesse und -strategien zu nutzen.Data Management Specialist (w/m/d)Zur Unterstützung unserer Abteilung Information Security suchen wir zum nächstmöglichen Zeitpunkt einen Data Management Specialist (w/m/d).","Abgeschlossenes Studium in Informatik, Informationsmanagement, Wirtschaftsinformatik oder einem verwandten Bereich.Mehrjährige Erfahrung im Datenmanagement, insbesondere in der Verwaltung von Stammdaten und der Implementierung von Daten-Governance-StrategienHervorragende Kommunikations- und Kooperationsfähigkeiten, um interdisziplinäre Teams zusammenzubringen.Tiefgehendes Wissen in Datenqualitätsmanagement, Datenverarbeitung und relevanten DatenschutzbestimmungenErfahrung in der Prozessoptimierung und -standardisierungErfahrung in internationalen Geschäftsumfeldern ist von VorteilVerhandlungssichere Deutsch- und Englischkenntnisse in Wort und Schrift"
Data Privacy Manager (w/m/d),"GMX, WEB.DE & mail.com",Karlsruhe,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Über unsMit unseren starken Marken GMX, WEB.DE und mail.com sind wir mit über 42 Mio. aktiven Nutzer*innen die führende E-Mail- und Kommunikationsplattform im DACH-Raum. Aus dieser starken Marktposition heraus entwickeln wir Services und Apps, die das digitale Leben vereinfachen - von Office-Tools und Cloud-Speicher bis hin zum persönlichen ID-Management.Deine AufgabenMit über 42 Millionen Usern gehören WEB.DE und GMX in Deutschland zu den führenden E-Mail-Anbietern. Du hast eine Passion für Datenschutz und willst in einer Digital Company mit agilem Umfeld und flachen Hierarchien etwas bewegen? Bei uns wartet mehr als ein Job auf Dich: Die Möglichkeit, mit Deinem Können und Deinen Ideen, Themen voranzubringen, mitzugestalten und Dich individuell weiterzuentwickeln. Bewirb Dich und werde Teil unseres agilen Datenschutz Teams!Du betreust und berätst insbesondere unsere Produkt- und IT-Fachbereiche und stehst als kompetenter Ansprechpartner für alle Datenschutzthemen zur Verfügung.Du optimierst, automatisierst und digitalisierst gemeinsam mit unterschiedlichen Abteilungen unsere Datenschutzprozesse und begleitest IT-Projekte sowie die Einführung neuer Geschäftsmodelle aus Sicht des Datenschutzes.Du bewertest KI-Systeme und Modelle im Hinblick auf datenschutzrechtliche Anforderungen.Du unterstützt die Fachbereiche bei der Führung des Verzeichnisses von Verarbeitungstätigkeiten nach DSGVO für unsere Marken WEB.DE und GMX. Du tauschst Dich aktiv mit zuständigen Behörden aus.Du organisierst und begleitest interne sowie externe Datenschutzaudits und -zertifizierungen.Dein ProfilDu hast ein juristisches oder technisches Studium abgeschlossen und bereits erste Berufserfahrung im Datenschutz gesammelt?Du interessierst Dich für IT-Themen und möchtest Deine Kenntnisse in einem abwechslungsreichen Umfeld weiter vertiefen? Du arbeitest gerne im Team, übernimmst Verantwortung und bringst eine pragmatische ""Hands-on""-Mentalität mit? Dann freuen wir uns auf Deine Bewerbung!Du hast bereits praktische Erfahrung mit datenschutzrechtlichen Fragestellungen gesammelt - idealerweise im Zusammenhang mit der EU-Datenschutz-Grundverordnung (DSGVO).Begriffe wie Betroffenenrechte, Verzeichnis von Verarbeitungstätigkeiten oder Erlaubnisvorbehalt sind Dir vertraut.Du interessierst Dich für digitale und technische Themen und hast idealerweise bereits Berührungspunkte mit technischem Datenschutz gehabt.Du kommunizierst klar und zielgruppengerecht - sowohl mit Kolleg*innen aus dem Business als auch aus der IT.Du arbeitest lösungsorientiert, bringst Entscheidungsfreude mit und übernimmst gerne Verantwortung für Deine Themen.Unsere BenefitsUnsere Unternehmenskultur: Per ""Du"" und kein Dresscode, flache Hierarchien, offene und transparente KommunikationIndividuelle Weiterentwicklungsmöglichkeiten: vielfältige Trainings, E-Learnings und interne Communities, Sprachkurse, MentoringVorteile und Zusatzleistungen: betriebliche Altersvorsorge, vermögenswirksame Leistungen, Rabatte auf eigene Produkte, Jobticket, JobRad, Corporate Benefits PortalAttraktive Arbeitsbedingungen: 30 Tage Urlaub, hybrides Arbeiten, Vollzeit- und TeilzeitregelungSoziales: Teamevents, Sommer- und Winterfeiern, Familien- und Pflegeservice, Sport- und Fitnessangebote, bezuschusste Kantine, kostenloses Obst und Getränke, GesundheitskurseThemen, die uns auch wichtig sind: Nachhaltigkeit, Diversity und unsere Werte und Leadership Principles - mehr dazu auf unserer Website mail-and-media.com",
SAP Data Warehouse & Analytics Consultant (m/w/d),MANN+HUMMEL GmbH,Ludwigsburg,Feste Anstellung,Vollzeit,"Als weltweit führender Experte für Filtration entwickelt MANN+HUMMEL Lösungen für Automobile, industrielle Anwendungen, saubere Luft in Innenräumen und die nachhaltige Nutzung von Wasser. Mit Teamgeist und einer offenen Kommunikationskultur arbeiten wir unentwegt an unserer Vision 'Leadership in Filtration'.","Ausbildung: Erfolgreich abgeschlossenes Studium der Fachrichtung Informatik/Wirtschaftsinformatik oder eine vergleichbare AusbildungBerufserfahrung: Mindestens drei bis fünf Jahre Berufserfahrung im Data-Warehouse-Umfeld mit Schwerpunkt SAPFachkompetenz:Kenntnisse in der Erstellung von Datenmodellen und -strukturen in SQL-basierten Data-Warehouse-Lösungen (Snowflake und Power BI)Modellierung von ETL-Prozessen aus SAP S/4HANABetriebswirtschaftliches Know-how und sehr gutes Verständnis der ERP-Prozesse im LogistikumfeldVersierter Umgang mit BI-Frontend-Tools (SAC und/oder PowerBI)Sprachkenntnisse: Sehr gute Deutsch- und Englischkenntnisse in Wort und SchriftPersönlichkeit:Ausgeprägtes analytisches Denken und konzeptionelle Fähigkeiten mit Hands-on-MentalitätAffinität für Zahlen, Daten und FaktenStrukturierte, eigenständige ArbeitsweiseEigeninitiative und BelastbarkeitDiversität und Inklusion sind Teil unserer DNA. Wir filtern ausschließlich nach dem besten Talent. Wir begrüßen daher Bewerbungen von allen Menschen unabhängig von Alter, Geschlecht, Herkunft, Abstammung, Behinderung oder anderer gesetzlich geschützter Gründe."
Trainee im Junior Expert Programme – Data Management (w/m/d),ING Deutschland,Frankfurt am Main,Berufseinstieg/Trainee,Vollzeit,"Die ING ist mit über 9 Millionen Kund*innen die drittgrößte Privatkundenbank in Deutschland. Wer bei der ING arbeitet, macht nicht einfach einen Job. Arbeiten bei uns ist die Chance, etwas zu verändern. Wie das geht? Indem wir als globale Bank das Leben von Millionen Menschen berühren und danach streben, einen positiven Einfluss auf die Gesellschaft und unseren Planeten zu haben. Und indem wir dank unserer Start-up-Mentalität menschlich, nahbar und persönlich bleiben – als unbanky Bank.Trainee im Junior Expert Programme – Data Management (w/m/d) am Standort FrankfurtLernen von den Besten und mit den Besten? Check! Spannende Aufgaben in unterschiedlichen Teams? Check! Von Tag eins an einen unbefristeten Vertrag? Check! Hört sich gut an? Dann werde Teil unserer Erfolgsgeschichte und starte Deine Karriere im Junior Expert Programme der ING. Absolvent*innen können bei uns dreimal im Jahr einsteigen. Wenn Du kurz vor Deinem Abschluss stehst undzum1. Januar, 1. April oder 1. Oktober 2026starten kannst, werde Junior Expert bei der ING.","Bachelor- oder Master-Abschluss mit Wirtschafts- oder IT-BezugErste Erfahrung im Bereich Data Management, z. B. Data Catalog, Data Quality Management, Data Processing, Data Analysis oder Data AnalyticsSelbstständiger Teamplayer mit agilem MindsetWillen, die Welt von morgen mitzugestaltenKommunikationsgeschick auf Deutsch und Englisch"
Vertriebsmitarbeiter/in (m/w/d) Life Sciences,INTEGRA Biosciences Deutschland GmbH,Region Baden-Württemberg,Feste Anstellung,Vollzeit,"Die INTEGRA Biosciences AG ist ein Schweizer Unternehmen, welches innovative Instrumente und Produkte für die präzise Dosierung von Flüssigkeiten in Laboratorien der Medizindiagnostik, Pharma-, Biotech- und Lebensmittelindustrie usw. entwickelt. Unsere Produkte werden nach höchsten Qualitätsstandards in der Schweiz und den USA hergestellt und weltweit vertrieben.Zur Verstärkung unseres Sales Teams suchen wir eine Person alsSales Representative  - Vertrieb -  Life Sciences (m/w/d)für die Region Baden Württemberg","Naturwissenschaftliche oder kaufmännisch-technische AusbildungKommunikations- und Verhandlungskompetenz mit ausgeprägter KundenorientierungErfahrung im Aussendienst mit hoher Kunden- und Dienstleistungsorientierung erwünschtEine kommunikative Persönlichkeit mit einem sicheren AuftretenHohe Selbstmotivation und Fähigkeit zur SelbstorganisationPerfektes Deutsch in Wort und Schrift und zumindest ausbaufähige EnglischkenntnisseBereitschaft für Reisetätigkeit innerhalb der VertriebsregionAuch Branchenfremde Quereinsteiger bekommen bei uns eine Chance, wenn Sie uns mit ausgeprägten Sales Skills überzeugen können."
Werkstudent*in (gn) Data Analyst,LichtBlick SE,Hamburg,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Seit 1998 macht LichtBlick sich für erneuerbare Energien stark. Heute sind wir mit über 1,7 Millionen LichtBlickenden Deutschlands größter reiner Ökostromanbieter. Gemeinsam sparen wir eine Mio. Tonnen CO₂ im Jahr ein. Aber wir wollen noch viel mehr: eine zukunftsweisende, faire Zukunft für alle. Die gestalten wir mit den unterschiedlichsten Talenten in einem inklusiven Arbeitsumfeld. Als Unterzeichnerin der Charta der Vielfalt arbeiten wir aktiv an unserer Haltung, unseren Strukturen und unserem Miteinander. Dabei verfolgen wir nachhaltig das Ziel, Diskriminierung ab- und Chancengleichheit für alle Bewerber*innen und Mitarbeiter*innen aufzubauen. Du bist also herzlich willkommen, unser Team bunter und die Zukunft grüner zu machen.LichtBlick sucht dich. Ab sofort. Für bis zu 20 Stunden/Woche und zunächst befristet auf 12 Monate. Für gute Energie im Bereich Product Management.","Du befindest dich in einem laufenden Bachelor oder Master-Studium in dem Schwerpunkt Datenwissenschaften oder einem vergleichbaren StudiengangDu hast die Fähigkeit, Informationen kritisch zu bewerten und fundierte Schlussfolgerungen zu ziehenDein sehr gutes technisches und analytisches Verständnis überzeugen uns von dirDu kannst effektiv mit Stakeholdern aus unterschiedlichen Bereichen kommunizierenDu brennst für Daten und hast bereits erste Erfahrungen mit SQL und Power BI gemachtDu bist bereit, neue Tools und Technologien zu erlernen und dich kontinuierlich weiterzubildenDu arbeitest selbstständig und zeigst Eigeninitiative? Super, das brauchen wir!Du bist kommunikationsstark, flexibel, organisiert und hast ein Herz für Nachhaltigkeit – dann freuen wir uns genau auf dich!Englisch und Deutsch in Wort und Schrift? Yes, please!"
CRM Data Analyst (m/w/d),Volkswagen Retail Dienstleistungsgesellschaft mbH,"Berlin, Hannover, Stuttgart, München, Hamburg, Ulm",Feste Anstellung,"Homeoffice möglich, Vollzeit","Die Volkswagen Retail Dienstleistungsgesellschaft mbH (VRD) mit deutschlandweiten Standorten und Hauptsitz in Berlin ist eine Tochtergesellschaft der VGRD GmbH (Volkswagen Group Retail Deutschland) und beschäftigt ca. 450 Mitarbeiter.Wir suchen zum nächstmöglichen Zeitpunkt in Hamburg, Hannover, Berlin, Stuttgart, Ulm und München in unserem Team CRM Unterstützung alsCRM Data Analyst (m/w/d)","Abgeschlossenes Studium der Wirtschaftswissenschaften, idealerweise im Bereich Marketing/Sales (nachweisliche Berufserfahrung kann akademischer Anforderung gleichgesetzt werden)Einschlägige Berufserfahrung im Bereich Data Analytics / CRMErfahrung in Daten-VisualisierungSehr gute Kenntnisse in MS-Office (insbes. Excel und PowerPoint)Idealerweise Kenntnisse in BI- Analytics Tools (Power BI, Tableau)Erfahrung in der Automobilbranche - Handel sind ein PlusInterface Kompetenzen sowie hohe digitale AffinitätSehr gutes analytisches Denkvermögen und lösungsorientierter ArbeitsansatzSchnelle Auffassungsgabe, Flexibilität und hohe EinsatzbereitschaftAusgeprägte soziale Kompetenz und EloquenzSehr gute Deutsch und gute Englischkenntnisse"
Data Engineer (m/w/d),Peek & Cloppenburg B.V. & Co. KG,Düsseldorf,Feste Anstellung,"Homeoffice möglich, Vollzeit","EINSTELLUNGVollzeitBEGINNab sofortGESELLSCHAFTFashion Digital GmbH & Co. KGANSPRECHPARTNERAlexandra ObsiadlySTANDORTZentrale DüsseldorfTradition & Innovation, Fashion & Fakten, Retail Stores & Onlineshops - der Kern unserer Unternehmensgruppe ist geprägt davon, Dinge zusammenzubringen, die gegensätzlich erscheinen. Da ist es nur konsequent, dass wir auch Menschen vereinen, die so vielfältig sind, wie die Styles, die wir verkaufen. Was uns verbindet: eine Hands-on-Mentalität und Gestaltungswille. Erkennst Du Dich wieder? Dann werde Teil unseres Teams. Let's create the future of retail. Together.Starte Deine Karriere bei der Fashion Digital GmbH & Co. KG, einer Schwestergesellschaft der Peek & Cloppenburg* B.V. & Co. KG mit Sitz in Düsseldorf. Die Fashion Digital plant, projektiert, entwickelt, konfiguriert und betreibt als unser zentraler IT-Dienstleister effiziente Systeme und Anwendungen entlang unserer Wertschöpfungskette.*Es gibt zwei unabhängige Unternehmen Peek & Cloppenburg mit ihren Hauptsitzen in Düsseldorf und Hamburg. Dies ist eine Anzeige der Peek & Cloppenburg B.V. & Co. KG, Düsseldorf, deren Häuserstandorte Du hier findest:peek-cloppenburg.de/de/stores.","Dein Bildungsweg:Du hast ein abgeschlossenes Studium in (Wirtschafts-)Informatik, Naturwissenschaften oder eine vergleichbare Qualifikation. Außerdem bringst Du mindestens 3 Jahre relevante Berufserfahrung als Data Engineer mit.Deine Erfahrung:Daten sind Deine Sprache: Du hast fundierte Erfahrung im Aufbau und Management von Cloud Data Warehouses (Google BigQuery & Oracle) und auch mit der Oracle Fusion Data Intelligence Plattform (FDIP).Deine Skills:Du hast exzellente SQL-Kenntnisse, kannst komplexe Abfragen optimieren und beherrschst idealerweise eine Skriptsprache wie Python.Dein Know-how:Du hast praktische Erfahrung in der Entwicklung und Orchestrierung von ETL/ELT-Pipelines mit Tools wie Dataflow oder Data Fusion und kennst Dich mit Datenintegration zwischen heterogenen Systemen aus.Dein Modellierungs-Talent:Du verfügst über fundierte Kenntnisse in Datenmodellierung und -design (z. B. Kimball, Data Vault), kannst große Datensätze performant gestalten (Partitionierung, Clustering) und bringst Erfahrung mit BI-Tools wie Looker oder Oracle Analytics Cloud (OAC) mit."
(Junior) Data Analyst Campaigning (w/m/d),freenet DLS GmbH,Hamburg,"Berufseinstieg/Trainee, Feste Anstellung","Homeoffice möglich, Vollzeit","freenet bietet ein umfangreiches Portfolio rund um die Themen Mobilfunk, Internet und TV-Entertainment. Online sowie in rund 520 eigenen Shops erhält jeder Kunde die ideale Lösung für sein digitales Leben. Deutschlandweit beraten wir persönlich, unabhängig und individuell.Für unseren Standort Hamburg suchen wir ab sofort tatkräftige Unterstützung in Vollzeit:(Junior) Data Analyst Campaigning (w/m/d)DAS ERWARTET DICHDer Bereich Data & Intelligence entwickelt auf einer skalierenden AWS-Infrastruktur datengetriebene Services mit signifikantem Business Impact. Dafür arbeiten Platform Engineers, Data Engineers, Data Analysts und Data Scientists an Leading-Edge-Technologien, um Fachbereichen ML- und AI-getriebene Lösungen zur Verfügung zu stellen. In dem Kontext der Stelle wird in diesem Umfeld der Bereich des Kampagnenmanagements optimiert.","Erfolgreicher Studienabschluss in (Wirtschafts-)Informatik, Wirtschaftswissenschaften oder einem vergleichbaren Studiengang – Berufseinsteiger willkommenAffinität zur Programmierung und erste Erfahrung (insbesondere mit SQL, R und idealerweise Python)Schnelle Auffassungsgabe, ausgeprägte Datenkompetenz sowie gute Kommunikations- und PräsentationsfähigkeitenHands-on-Mentalität und Lust, Dich in neue Themen/Technologien einzuarbeiten"
Data Engineer (gn),LichtBlick SE,Hamburg,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Seit 1998 macht LichtBlick sich für erneuerbare Energien stark. Heute sind wir mit über 1,7 Millionen LichtBlickenden Deutschlands größter reiner Ökostromanbieter. Gemeinsam sparen wir eine Mio. Tonnen CO₂ im Jahr ein. Aber wir wollen noch viel mehr: eine zukunftsweisende, faire Zukunft für alle. Die gestalten wir mit den unterschiedlichsten Talenten in einem inklusiven Arbeitsumfeld. Als Unterzeichnerin der Charta der Vielfalt arbeiten wir aktiv an unserer Haltung, unseren Strukturen und unserem Miteinander. Dabei verfolgen wir nachhaltig das Ziel, Diskriminierung ab- und Chancengleichheit für alle Bewerber*innen und Mitarbeiter*innen aufzubauen. Du bist also herzlich willkommen, unser Team bunter und die Zukunft grüner zu machen.LichtBlick sucht dich. Ab sofort. In Teil- oder Vollzeit und unbefristet. Für gute Energie im Bereich Data.","Du hast mehrjährige einschlägige Berufserfahrung als Data Engineer oder eine vergleichbare QualifikationProbleme löst du analytisch, indem du sowohl eine strategische Helikopterperspektive einnimmst als auch tiefgreifendes Fachwissen und ein solides Verständnis des Unternehmenskontexts einbringstErfahrungen mit Cloud Data Warehousing, in der Datentransformation und Python bringst du mitDu besitzt ausgeprägte Kommunikations- und Präsentationsfähigkeiten und arbeitest gerne evidenzbasiert (analyze, implement, assess, learn, repeat)Herausforderungen in dezentralen Data-Teams erkennst du und erarbeitest gemeinsam abgestimmte LösungenDu bist kommunikationsstark, flexibel, organisiert und hast ein Herz für Nachhaltigkeit – dann freuen wir uns genau auf dich!Fließend Englisch in Wort und Schrift? Yes, please!"
