title,company,location,job_type,employment_type,description,requirements
Corporate Sales Controller EMEA (m/w/d),Bok Restaurant Hamburg Eppendorf,Hamburg,Feste Anstellung,"Homeoffice möglich, Vollzeit","Sie koordinieren und überwachen den monatlichen Finanzabschlussprozess und die Sicherstellung der Erfassung der korrekten und aktuellen FinanzdatenSie erstellen und verteilen monatliche Verkaufsberichte an das Management inklusive der Analyse von Verkaufsdaten zur Identifizierung von Trends, Abweichungen und Verbesserungsmöglichkeiten.Sie sammeln und konsolidieren Finanzdaten zur Unterstützung des jährlichen Budgetierungsprozesses.Sie arbeiten mit dem Vertriebsmanagement zur Entwicklung von Budgetannahmen und -projektionen zusammen.Sie führen Ad-hoc-Analysen durch und erstellen rollierende Prognosen zur Bereitstellung aktualisierter FinanzprojektionenSie führen detaillierter Kostenanalysen zur Identifizierung von Kosteneinsparungspotentialen und Effizienzsteigerungen durch.Sie entwickeln und pflegen Finanzmodelle zur Unterstützung von Entscheidungsfindung und strategischer Planung.Sie dokumentieren Finanzprozesse und -verfahren zur Sicherstellung von Konsistenz und Compliance.","Sie haben ein erfolgreich abgeschlossenes Studium im Bereich Wirtschaft, Rechnungswesen, Finanzen oder vergleichbar.Sie besitzen langjährige Berufserfahrung im Controlling in mittleren und größeren Unternehmen in einem internationalen Geschäftsumfeld und Erfahrung in Matrixorganisationen.Sie verfügen über ausgezeichnete Anwenderkenntnisse in MS Office sowie Berufserfahrung mit SAP und SAP-BO, Hyperion (oder vergleichbar).Sie verfügen über eine ausgezeichnete Präsentations- und Verhandlungsfähigkeit; insbesondere im Bereich Business Partnering, einschließlich effektiver Kommunikation.Sie besitzen die Fähigkeit, qualitativ hochwertige Arbeit innerhalb enger Fristen zu liefern und überzeugen durch starke Organisations- und PrioritätensetzungsfähigkeitenSie haben sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift"
IT-Administrator/IT-Administratorin (m/w/d) (IT-Administrator/in),Lipotype GmbH,Dresden,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","If you were part of a team developing the technology to support health and prevent diseases instead of treating them, would you be proud to be part of it?Lipotype is a growing biotech company, and up to this challenge. Ten years ago, we developed Lipotype Shotgun Lipidomics, a leading technology that allows for the analysis of thousands of different lipids (fat molecules) at once.Today, we are the leading lipidomics provider and deliver our lipid analysis services for pharma/biotech companies,cosmetics/dermatology industry, as well as for academic researchers.","• You are a trained IT specialist, have a bachelor's degree in computer science, or equivalent professional experiencein a similar role, with a solid understanding of IT administration, security principles and best practices• You are proficient in Microsoft operating systems, MS365, and Confluence, with strong written and spokenGerman and English language skills• You possess a structured, goal-oriented approach to work, combined with a hands-on, team-oriented mentality• Experience in IT administration and security management or as an IT security officer is a plus"
Senior Consultant – Cybersecurity (f/m/d),Alaika Advisory Germany GmbH,"Atelierstraße 1, 81671 München, Germany",Feste Anstellung,Vollzeit,"AtALAIKA,we are building the future of Financial Services with a bold visionto become the most specialized Enterprise Financial Services advisory & investment firm in the industry: by coupling Fortune 500 board room access, the deepest Financial Services domain expertise with a global Venture Capital & Private Equity network.Through our three brands—ALAIKA Advisory (Strategy Consulting), ALAIKA Capital (Investment Company) and ALAIKA Building (Company Builder),—we are buildinthe Financial Services holding company of the future.gFounded in October 2022 byJohanna von Geyr(the Financial Services Practice Lead Partner of a leading NASDAQ listed strategy consultancy) andHarald Braunsteindeep functional domain expertise and networks in global Financial Services, along with a proven track record in how to build and invest in leading software product companies.One team one dream:This all begins by bringing together the very best people for the job, which is exactly what we do atALAIKAandwhy we might need you!Join our team of experts atALAIKA Advisoryand play a pivotal role i“Building the Future of Financial Services”n and contributing to ourthree core domains: Strategic Transformations, AI/Data Analytics & Cybersecurity.Join the movement",Grow:Your ProfileExperience:Educational Background:Cybersecurity Expertise:Entrepreneurial Spirit:Analytical Skills:
Finanzbuchhalter (m/w/d),Schubert & Salzer GmbH,Ingolstadt Donau,Feste Anstellung,Vollzeit,"Die Schubert & Salzer GmbH ist die Holding-Gesellschaft der stark wachsenden, mittelständischen Schubert & Salzer Firmengruppe: Die Schubert & Salzer Data GmbH ist Spezialist, wenn es um intelligente ERP-Software für den Mittelstand geht. Als Schubert & Salzer Control Systems GmbH entwickeln, fertigen und vertreiben wir unter anderem hochpräzise Stell- und Absperrventile für den industriellen Einsatz in verfahrenstechnischen Prozessen. Wir bieten unseren Kunden aus unterschiedlichsten Branchen direkt oder über unsere Tochtergesellschaften in Benelux, England, Frankreich, Indien und den USA sowie über mehr als 40 internationalen Partnern Schubert & Salzer Qualitätsprodukte „Made in Germany“.Die Schubert & Salzer GmbH sucht zur Verstärkung am Firmensitz in Ingolstadt zum nächstmöglichen Zeitpunkt einen Finanzbuchhalter (m/w/d).","- Ein abgeschlossenes kaufmännisches Studium oder Berufsausbildung (Industriekaufmann (m/w/d), Steuerfachangestellter (m/w/d))- Praktische Buchhaltungserfahrung- Sehr gute MS-Office-Kenntnisse- Idealerweise mit Weiterbildung zum Bilanzbuchhalter (m/w/d)"
Stellenangebot Softwareentwickler C#.NET (m/w/d) bei DAKO GmbH,DAKO GmbH,"07747 Jena, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","Als Softwareentwickler im Backend (m/w/d) bist du gemeinsam mit deinem Team für das Fundament unserer innovativen Softwarelösung zuständig. Dabei entwickelst und pflegst du unsere Dienste und Bibliotheken für die Datenverarbeitung und Datenauswertung. Damit das Backend bei der DAKO stets auf dem technisch neuesten Stand ist, evaluierst du neue Technologien und setzt diese z.B. in Form von Prototypen um. Ziel ist es, neue Vorgaben und Standardanwendungen zu etablieren und umzusetzen.Konzeption und Entwicklung von Softwarekomponenten (Bibliotheken, Dienste, APIs mittels C# im .NET Core Framework) für unser Bestandsprodukt im Logistik- und TransportbereichWeiterentwicklung und Pflege der Bestandskomponenten unseres ProduktportfoliosEvaluierung neuer Technologien und Entwicklung von Prototypen zur technologischen Erweiterung von System und ProduktVerwaltung und Organisation der Entwicklungsstände mittels Versionsverwaltung (GIT)Dokumentation und Pflege der Arbeitsstände mittels Ticketsystem (JIRA, Confluence)Entwicklung und Verwaltung von Testbibliotheken für die durchgeführten Anpassungen und Erweiterungen (Unit-Tests)","abgeschlossene Ausbildung im Bereich der Informatik oder Informationstechnologie, idealerweise ein abgeschlossenes Studium der Informatik oder eines vergleichbaren (naturwissenschaftlichen) Studiengangessehr gute Kenntnisse in der objektorientierten Programmierung mittels C# (oder vergleichbar)gute Kenntnisse in der algorithmischen Verarbeitung von Datenidealerweise gute Kenntnisse im aktuellen .NET / .NET Core Frameworkidealerweise erste Erfahrungen in einem der folgenden Bereiche: Data Mining, Machine Learning, Kestrel, MVC, asynchrone Programmierung"
Duales Studium Informatik (m/w/d),Linde Aktiengesellschaft,München,"Ausbildung, Studium",Vollzeit,"Die verwendeten Bezeichnungen gelten selbstverständlich für Personen jeden Geschlechts. Die hier verwendete Sprachform dient ausschließlich zur Vereinfachung.Linde handelt verantwortlich gegenüber Aktionären, Geschäftspartnern, Mitarbeitern, der Gesellschaft und der Umwelt - weltweit, in jedem Geschäftsbereich, jeder Region und an jedem Standort. Linde entwickelt Technologien und Produkte, die Kundennutzen mit einem Beitrag zur nachhaltigen Entwicklung verbinden.","Lust auf die Zusammenarbeit und Kommunikation in internationalen TeamsInteresse an innovativen Technologien und KreativitätEngagement für bessere und nachhaltigere LösungenSpaß an Mathematik, Physik und InformatikGute EnglischkenntnisseGute allgemeine oder fachgebundene HochschulreifeNach Deinem Schulabschluss kannst Du es kaum erwarten, praktische Erfahrungen zu sammeln? In unserem Dualen Studiengang bekommst Du von Anfang an die Möglichkeit, Dich einzubringen und Dein Wissen in der Praxis anzuwenden. In unseren Teams wirst Du Menschen erleben, die sich für unsere Produkte begeistern, Vielfalt leben und vor allem, Dir vertrauen und Dich einbeziehen."
Architekt (m/w/d),Vista Media & Design GmbH,Leinfelden-Echterdingen,Feste Anstellung,Vollzeit,"Vista Media & Design ist spezialisiert auf Architektur, Ausstellungen und Medien. Wir planen und realisieren Sonderbauten, gestalten Museen und Science Center, produzieren Dokumentationen, Animationsfilme und interaktive Erlebnisse.Wir suchen zum nächstmöglichen Zeitpunkt einen engagiertenArchitekt (m/w/d)","- Abgeschlossenes Studium (FH-Diplom/Bachelor) der Architektur oder vergleichbare Qualifikation- Mehrere Jahre Berufserfahrung- Erfahrung mit Sonder- und Leichtbaukonstruktionen und Maschienenbau- Kenntisse der einschlägigen Normenwerke wie beispielsweise VDE, der verschiedenen HOAI-Leistungsphasen sowie Planungs- und Bauleitungserfahrung; Kenntnisse im öffentlichen Vergabe- und Vertragsrecht sind wünschenswert- Verhandlungssicherheit, Durchsetzungsvermögen sowie Organisationsgeschick- Engagement, Eigenverantwortung, Kundenorientierung und einen starken Teamgeist- Gute Kenntnisse in MS Office und Autocad- Gute Deutsch (mindestens Sprachniveau C2)- und Englischkenntnisse in Wort und Schrift- Fähigkeit zu Baustelleneinsätzen in großer Höhe oder in engen Räumen- Bereitschaft zu Baustelleneinsätzen im arabischen Raum- Führerschein der Klasse B und die Bereitschaft zu gelegentlichen Dienstfahrten"
Senior Product Manager - Mobile & Consumer Expreience (all-genders),Faircado UG (haftungsbeschränkt),Berlin,Feste Anstellung,Vollzeit,"Faircado is leading the way in the sustainable shopping movement, making second-hand the first and smartest choice for consumers across Europe. Our mission is simple: turn the chaotic, time-consuming world of second-hand shopping into a seamless and enjoyable experience that’s better than buying new.We simplify the search for quality pre-owned items by aggregating listings from trusted resale platforms into one user-friendly experience. By bringing structure to a €200 billion resale market, we’re not just building a product, we’re creating a shift in how people shop.In January, we launched the first version of our mobile app. It has already been used and loved by hundreds of thousands of people who rely on it to find the best second-hand alternatives. We’re now focused on the next phase of growth, improving the product and expanding its reach.Our journey so far includes the launch of a browser extension, a growing mobile community, and recognition as Product Hunt’s Product of the Day on Black Friday. We also won Slush 100, Europe’s largest startup pitching competition, and secured backing from leading investors including General Catalyst and Accel. Faircado has been named one of Germany’s top startups to watch, and we’re just getting started.","RequirementsWhat You Bring4+ years of experience building and shipping consumer apps, ideally in marketplaces or e-commerceA proven track record of working with lean teams and moving fast without sacrificing product qualityA creative, lateral-thinking mindset that drives you to challenge conventions and surprise users with delightYou’re obsessed with user behavior and insights, and you validate rather than guessBonus: Experience with Gen Z products, social shopping, or mobile-first marketplaces"
Investment Banking Internship in Frankfurt,"Pareto Securities AS, Zweigniederlassung Frankfurt/M.",Frankfurt am Main,Praktikum,Teilzeit,"Pareto Securities is looking for young talents with a strong interest in capital markets and finance to join our growing Investment Banking team in Frankfurt.Pareto Securities is an independent full-service investment bank with a leading position in the Nordic capital markets and a strong international presence and global placing power. Pareto Securities is headquartered in Oslo, Norway, with more than 440 employees located in offices in Norway, Sweden, Denmark, Finland, United Kingdom, Germany, Switzerland, USA, Singapore and Australia.","Completed at least four semesters with great academic results, within finance, economics, or business-related studiesPrior experience working within finance, accounting, company valuation and/or debt financingStrong analytical and quantitative skillsDistinct knowledge of MS Office applicationsFluent in German and English, both written and spoken"
"Product Lead, Finance",Celonis SE,München,Feste Anstellung,"Homeoffice möglich, Vollzeit","We're Celonis, the global leader in Process Mining technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing data and intelligence at the core of business processes - and for that, we need you to join us.The Celonis Finance team is a team of product enthusiasts that focuses on developing best-in class Business Apps in the Finance domain, including processes such as Accounts Payable or Receivable. Business Apps are purpose-built solutions created for a specific line of business, addressing most impactful pain points in their respective domain. The Apps are best practice examples of how Celonis is used in new, innovative ways that push the boundaries of our platform. The team has a great balance of technical skills to build solutions paired with a customer focus and product management mindset to create meaningful products widely adopted across our customer base.Celonis makes processes work for people, companies and the planet. The Celonis Process Intelligence Platform uses industry-leading process mining and AI technology and augments it with business context to give customers a living digital twin of their business operation. It's system-agnostic and without bias, and provides everyone with a common language for understanding and improving businesses. Celonis enables its customers to continuously realize significant value across the top, bottom, and green line. Celonis is headquartered in Munich, Germany, and New York City, USA, with more than 20 offices worldwide.Get familiar with the Celonis Process Intelligence Platform by watching this video.","8+ years of experience in Product Management, Solution Engineering, Consulting, Business Analytics or comparable roles.Experience leading a team of product managers preferred.Excellent understanding of Finance processes (especially for SAP and/or Oracle based processes).Experience in data analysis including with tools native to the Celonis platform: SQL, PQL and Python.Excited about driving clarity in the face of ambiguity and working in a dynamic environment that comes with being part of an innovative company undergoing a large growth spurt.Excellent verbal and written communication skills and the willingness to work very closely with customers and cross-functional stakeholders.Very good knowledge of spoken and written English (German is a plus)."
Physiotherapeut*in (m/w/x) (Physiotherapeut/in),Physio+ Schwartz GmbH & Co. KG,Alpen,Feste Anstellung,"Teilzeit, Vollzeit","Bist du begeistert davon in einem dynamischen Team zu arbeiten, Verantwortung zu übernehmen und Menschen dabei zu helfen, ihre Lebensqualität zu verbessern?Dann SUCHEN wir DICH!Wir bieten an unseren zwei Standorten neben den physiotherapeutischen Behandlungen auch weitere innovative Bewegungs- und Behandlungskonzepte an. Dabei behandeln wir orthopädische, chirurgische, neurologische und geriatrische Krankheitsbilder.","• Begeisterung für Bewegung, Therapie und Sport• Lust auf aktive Therapie mit deinen Patient*innen• Spaß am Umgang mit Menschen• Teamgeist"
Senior Supply Chain Solution Consultant,Celonis SE,München,Feste Anstellung,"Homeoffice möglich, Vollzeit","We're Celonis, the global leader in Process Mining technology and one of the world's fastest-growing SaaS firms. We believe there is a massive opportunity to unlock productivity by placing data and intelligence at the core of business processes - and for that, we need you to join us.Celonis makes processes work for people, companies and the planet. The Celonis Process Intelligence Platform uses industry-leading process mining and AI technology and augments it with business context to give customers a living digital twin of their business operation. It's system-agnostic and without bias, and provides everyone with a common language for understanding and improving businesses. Celonis enables its customers to continuously realize significant value across the top, bottom, and green line. Celonis is headquartered in Munich, Germany, and New York City, USA, with more than 20 offices worldwide.Get familiar with the Celonis Process Intelligence Platform by watching this video.","5+ years of experience in operational Supply Chain functions, Solution Engineering, Supply Chain Planning, Supply Chain Analytics or comparable rolesExperience with Supply Chain software solutions (usage and/or implementation), such as ERP, TMS, WMS, APS or comparable solutionsExcellent verbal and written communication skills to manage internal and external stakeholders and create alignment across different functions within an organizationProven ability to build technical data solutions like Dashboards and Apps, utilising Python and/or SQL in close collaboration with IT teams.Track record of working with external customers, leading to successful software implementations and value generatedExperience in (product) marketing, messaging and positioning is a plusFluency in German is required and very good knowledge of spoken and written English"
Senior Software Engineer,SonarSource GmbH,Bochum,Feste Anstellung,"Homeoffice möglich, Vollzeit","Who is Sonar?Sonar helps prevent code quality and code security issues from reaching production, amplifies developers' productivity in concert with AI assistants, and improves the developer experience with streamlined workflows. Sonar analyzes all code, regardless of who writes it — your internal team, genAI, or third parties — resulting in more secure, reliable, and maintainable applications. Rooted in the open source community, Sonar’s solutions support over 30 programming languages, frameworks, and infrastructure technologies. Today, Sonar is used by +7M developers and 400K organizations worldwide, including the DoD, Microsoft, NASA, MasterCard, Siemens, and T-Mobile.We believe in developing great products that are supported by great internal teams and a strong culture. We are highly committed to and obsessed with the company, users, each other, and our open source community. We have high standards and hold each other accountable for acting with positivity, dedication, thoughtfulness, empathy, and passion daily.We are deliberate with our decisions with high clarity of intention. At the same time, we feel extreme urgency and move forward quickly.And lastly, we are highly effective and operationally efficient. We operate collectively as One Team to accomplish our goals.At Sonar, CODE is more than just an acronym – it's a mindset that defines daily operations.Why You Should Apply:At Sonar, we’re a group of brilliant, motivated, and driven professionals working hard to help supercharge developers to build better, faster. Sonar helps to continuously improve code quality and code security while reducing developer toil. This means that developers can focus on doing more of what they love and less of what they don’t. Our solutions don’t just solve symptoms of problems – we help fix issues at the source – for all code, whether it's developer-written, AI-generated, or from third parties.We have a dynamic culture with employees worldwide and hub offices in the USA, Switzerland, the UK, Singapore, and Germany. Team members should be able to come to work every day, work on a product they are proud of, love what they do, and feel energized by their peers. With our roots deep in the open source community, we’re all about the mission: supercharge developers to build better, faster.",6+ years of experience as a software developer.Technical versatility and readiness to work on different technical stacks.Good knowledge of engineering processes.Excellent engineering skills and a good understanding of Computer Science fundamentals.You have experience supporting and mentoring other team members.Compiler frontend knowledge is not required; you will learn it while working at Sonar.Leadership: you’re able to take initiative and bring a subject to completion with little to no supervision.Ability to learn fast.Open-minded and very positive can-do attitude.Comfortable in dealing with change and complexity.Self-confident to challenge the status quo as well as to be challenged.
Product Designer (m/w/d),DeepImmo GmbH,Munich,Feste Anstellung,"Homeoffice möglich, Vollzeit","DeepImmo is building the Real Estate Operating System (reOS) – a platform that empowers real estate agents to manage, analyze, and share property data like never before. From interactive property portfolios to deep financial and market analyses, reOS is becoming the command center for modern real estate professionals.We’re looking for aProduct Designerto take full ownership of the design and user experience of reOS. This role is ideal for someone who thrives in a fast-paced, early-stage environment and wants to shape a product with meaningful impact.","3+ years of experience designing digital products, ideally in SaaS, B2B, or data-heavy applicationsStrong portfolio showcasing UX and UI design skills, from concept to polished executionProficiency with modern design tools (e.g. Figma)Experience working closely with developers and understanding the technical constraints of real-world product buildingFluency in German and English – you should be comfortable working in both languagesA sense of ownership and initiative – you don’t wait for perfect specs, you ask the right questionsBonus: interest in real estate, mapping tools, or financial interfaces"
ECM / DMS Consultant (m/w/d) für Digitalisierungsunternehmen mit Start-Up Charakter,Transferdata GmbH,Eching,Feste Anstellung,"Homeoffice möglich, Vollzeit","Wir sind ein zukunftsorientiertes Unternehmen, das sich auf digitale Lösungen und Dokumentenmanagement spezialisiert hat. Mit unserer Expertise in d.velop documents unterstützen wir Unternehmen bei der digitalen Transformation und der Optimierung ihrer Geschäftsprozesse. Werde Teil unseres Teams und gestalte mit uns die digitale Zukunft!","Berufserfahrung:Erfahrung in der Beratung oder Implementierung von DMS-/ECM-Systemen, idealerweise mit d.velop documents.IT-Know-how:Kenntnisse in Datenbanken, Schnittstellen (z. B. REST API) und grundlegendes Verständnis von IT-Infrastrukturen.Analytische Fähigkeiten:Stärke in der Analyse und Optimierung von Geschäftsprozessen.Kundenorientierung:Kommunikationsstärke, souveränes Auftreten und Freude an der Zusammenarbeit mit Kunden.Sprachkenntnisse:Fließend in Deutsch und idealerweise gute Englischkenntnisse.Bonus:Erfahrung mit Cloud-Technologien und SaaS-Produkten von Vorteil."
Welcome to GreenGate Partners: Associate und Senior Associate (m/w/d) für Transaktionen,GreenGate Partners Rechtsanwaltsgesellschaft mbH,"München, Deutschland",Feste Anstellung,"Homeoffice möglich, Vollzeit","Werde Teil eines motivierten Teams und der rasanten Entwicklung bei GreenGate Partners. Zur Verstärkung unseres Teams in München suchen wir ab sofort eine*n Associate und Senior Associate (m/w/d) für Transaktionen.Wir sind eine national und international tätige Kanzlei mit Standorten in Berlin, München und Hamburg und beraten vorwiegend technologieorientierte Start-ups, Investoren und Mittelständler. Schwerpunkte unserer Beratung sind die Bereiche Gesellschafts- und Wirtschaftsrecht, IT, IP, Arbeitsrecht und Life Sciences.Wir denken im Wir und legen großen Wert auf ein echtes Team. Mit Dir wollen wir wachsen. Flache Hierarchien und ein respektvoller Umgang werden bei uns großgeschrieben.Wenn Dir der direkte Kontakt mit technologieorientierten Mandant*innen aus dem In- und Ausland Spaß macht, dann bist Du bei uns genau richtig.Als junge Kanzlei mit erfahrenen, im Markt geschätzten Kolleg*innen bieten wir individuelle Entwicklungschancen abseits starrer Schemata.","Deine EigenschaftenDu schätzt ein modernes Arbeitsumfeld, in dem Teamfähigkeit und Arbeiten auf Augenhöhe einen sehr hohen Stellenwert haben.Du übernimmst gerne Verantwortung und suchst die direkte und offene Zusammenarbeit mit Mandant*innen.Du verfügst über überdurchschnittliche Englischkenntnisse in Wort und Schrift.Du bist als Rechtsanwalt/Rechtsanwältin in Deutschland zugelassen.Für die Position als Senior Associate: Du verfügst über mindestens drei (3) Jahre Berufserfahrung im Transaktionsgeschäft (VC und/oder M&A)."
Kassen Software Consultant (m/w/d),SOFTSTAR Computer Systems GmbH,Taufkirchen,Feste Anstellung,"Homeoffice möglich, Vollzeit","Interesse an der Gastronomie und einen Hang zur IT,dann bist du bei uns genau richtig.Unser Support-Team sucht dich zur Verstärkungfür unser Kassenteam in Vollzeit ab sofort.Gerne auch Quereinsteiger","Idealerweise hast Du Erfahrung im Hotellerie- und Gastronomiebereich oder Erfahrung im IT-Anwender-SupportDu besitzt den Führerschein Klasse BHast Spaß am Kunden- und Dienstleistungsorientierten arbeitenDu hast sehr ausgeprägte KommunikationsfähigkeitenDu bist teamorientiert und bringst Reisebereitschaft auch für mehrtägige Installationen mitDiese Punkte sind uns zwar wichtig – aber in erstere Linie suchen wir Dich als Mensch, der zu unspasst und Lust auf diese Tätigkeit hat."
IT Entwickler (m/w/d),TALK-POINT GmbH,Doberschütz,Feste Anstellung,"Homeoffice möglich, Vollzeit","Unsere Online-Handelsplattformen und der Einzelhandel mit Mobilfunk- und Festnetzverträgen runden unser Portfolio ab. Zur Verstärkung unseres bestehenden Teams suchen wir:PHP Entwickler/in | Softwareentwickler/in (m/w)Frontend und BackendWir wünschenWir bietenÜber unsTP Retail GmbHDie TP Retail GmbH ist ein vielseitiger Anbieter in der Telekommunikationsbranche. Als offizieller Vodafone Shopbetreiber bieten wir vor Ort Mobilfunk-, Festnetz-, DSL-, Kabel und TV Angebote für jedes Bedürfnis. Individuelle und bedarfsgerechte Beratung für Privat- und Geschäftskunden sowie zahlreiche Serviceleistungen stehen dabei im Vordergrund. Auch die große Auswahl neuester Smartphones, Tablets, Gadgets und SmartHome zum live erleben, das vielfältige Zubehörportfolio sowie eine eigene Werkstatt machen uns zum verlässlichen Partner in Telekommunikation.powered by Connectoor","sehr gute Kenntnisse in PHP 7 und OOP sowie Funktionale Programmierungsehr gute Kenntnisse in MySQL Datenbanken und ORMgute Kenntnisse in HTML5, CSS3, JavaScriptVersionsverwaltung (Git)Linux Betriebssysteme,Container-Technologien (Docker, Kubernetes)PHP-Paketverwaltung mit Composer,Laravel Framework 5.x,REST APIs, JSONNode.js, Vue.jsMicroservice ArchitekturenSoftskillsSelbstständiges arbeiten in einem Team und strukturierte Arbeitsweise sind - gerade bei lokal getrennten Projektteams - essentiell für uns.EntwicklungschancenSind gegeben."
Medientechnologe Offsetdruck/Offsetdrucker für Heatset oder Endlosdruck (m/w/d),MMS Melter Mail Service GmbH,Mühlacker,Feste Anstellung,Vollzeit,Wir sind Experte für data-driven Marketing in Print und gehören zu den größten Direct-Mail-Anbietern in Deutschland mit namhaften Kunden in ganz Europa. Unsere Kernkompetenz besteht in der Herstellung von personalisierten Printprodukten für Dialogmarketingaktionen einschließlich aller dazugehörigen Dienstleistungen sowie der vorangehenden Beratung und Konzeption.,"- Abgeschlossene Ausbildung in den Bereichen Offsetdruck, auch Quereinsteiger mit Berufserfahrung aus anderen Fachrichtungen im Druck- Erfahrung im Umgang mit Rollendrucksystemen- Bereitschaft zu flexiblem Arbeiten in Druck und Druckweiterverarbeitung- Bereitschaft zu Schichtarbeit im Dreischichtbetrieb- Du bist ein Teamplayer"
Senior Entwickler (m/w/d),CLC xinteg GmbH,Bexbach,Feste Anstellung,Vollzeit,Wir suchen Verstärkung an unserem Firmensitz in Bexbach mit freier Wahl des Arbeitsortes (Hybrid-Arbeitsplatz).,"Als Senior Entwickler (m/w/d) bist Du versiert in der objektorientierten Programmierung (vorzugsweise im ABAP OO) und hast Spaß an neuen Technologien (z. B. SAPUI5, Chatbots, Machine Learning, Blockchain) – egal ob beim Kunden oder bei der Entwicklung der hauseigenen CLC Software.- Ein erfolgreich abgeschlossenes Studium der (Wirtschafts-) Informatik etc. oder eine entsprechende IT-Ausbildung sowie fließende Deutschkenntnisse- Langjährige, praxiserprobte Kenntnisse der Programmiersprache ABAP OO; idealerweise Know-how in SAP Fiori / UI5 Entwicklung- Fundierte Erfahrung im Designen und Konzipieren von SAP ABAP OO Programmierungen in komplexen SAP Systemlandschaften- Erfahrung in Architektur-ABAP RESTful Programming Model, SAP S/4HANA-optimierten OO Data-Services oder SAP S/4HANA klar von Vorteil- Spaß an neuen Technologien (z. B. SAPUI5, Chatbots)"
Vertriebsmitarbeiter Logistik (m/w/d),AKL - tec GmbH,Alsdorf,Feste Anstellung,"Homeoffice möglich, Vollzeit","Als familiengeführtes und weltweit agierendes Unternehmen steht unser Name für höchste Qualität, Innovation und Nachhaltigkeit im Bereich der Logistiklösungen. Als „Hidden Champion“ der berührungslosen Frachtvermessung und Logistikautomation liefern wir spezialisierte Standardlösungen und entwickeln hochgradig individuelle Sonderlösungen – immer am Puls modernster Technologien.Mit künstlicher Intelligenz, fortschrittlicher Sensortechnik und Big Data schaffen wir Innovationen, die neue Maßstäbe setzen. Unsere Systeme sind heute weltweit tausendfach im Einsatz und gelten als Benchmark in Frachtvermessung, Automatisierung und Sendungsdokumentenhandling – ein Erfolg, der uns antreibt, die Logistik von morgen aktiv zu gestalten.Dieses Potenzial öffnet uns die Türen zu wegweisenden Forschungsprojekten mit renommierten Universitäten und starken Partnern aus der Logistik, Industrie und Entwicklung. Neben Hightech-Lösungen engagieren wir uns auch für umweltfreundliche Technologien wie Photovoltaik und Elektromobilität um eine nachhaltige Zukunft zu fördern.",Abgeschlossene technische und/oder kaufmännische Berufsausbildung (z. B. als Speditionskaufmann/-frau)Nachweisbare Berufs-/Vertriebserfahrung für Investitionsgüter im AußendienstAffinität zur Logistikbranche und technisches VerständnisKenntnisse von Verkaufs- und GesprächstechnikenKommunikationsstärke und DurchsetzungsvermögenEmpathie und MenschenkenntnisGepflegtes Äußeres und souveränes AuftretenBetriebswirtschaftliches- und unternehmerisches DenkenOrganisationstalent und FlexibilitätGutes Zeit- und SelbstmanagementBelastbarkeit und FrustrationstoleranzFundierte Deutsch- und Englischkenntnisse in Wort und SchriftFührerschein der Klasse B und Reisebereitschaft
Technical Field Service Support (all genders),DATAGROUP BIT Oldenburg GmbH,Oldenburg (Oldb),Feste Anstellung,"Homeoffice möglich, Vollzeit","-Als Technical Field Service Support übernimmst Du die Durchführung des vor Ort Supports im Hard- und Softwarebereich bei unseren Kunden-Die Einrichtung und Konfiguration von Arbeitsplätzen sowie ggf. die Einweisung der Anwenderund die Betreuung der Hardware (Auf- und Abbau von Rechnern, Monitoren, Kassensystemen, Medientechnik)Ticketaufnahme und deren Bearbeitung und Dokumentation-Die Einrichtung der Arbeitsplätze sowie die Unterstützung bei IT-Rollouts und IT-Umzügen","Skills-Du verfügst über eine abgeschlossene Ausbildung im IT-Bereich als Fachinformatiker Systemintegration (all genders) oder IT-Systemkaufmann (all genders), eine vergleichbare Aus-, Weiterbildung oder Umschulung mit bereits mehrjähriger Berufserfahrung im IT-Support-Im Idealfall hast Du bereits Berufserfahrung im Anwender- bzw. vor Ort Support und verfügst über Kenntnisse im Bereich Standard-HardwareKundenfreundlichkeit und dienstleitungsorientierte Arbeitsweise sind keine Fremdwörter für Dich-Du bist im Besitz eines gültigen Führerscheins der Fahrzeugklasse BDu bringst sehr gute Deutschkenntnisse in Wort und Schrift (Niveau C1) mitAnforderungen an den Bewerber: Erweiterte Kenntnisse: Anwenderberatung, Anwender-Support (IT), Hardwareinstallation, Softwareinstallation, Datenbankadministration, -management, -organisation"
