title,company,location,job_type,employment_type,description,requirements
Sales Manager US - Texas (m/f/d),adsquare GmbH,New York,Feste Anstellung,Vollzeit,"Your MissionAt Adsquare, you dont just close deals - you shape partnerships. Your mission:You evangelize adsquare to attract new relationships with major brands, agencies and DSPsYou are a hunter, closing strategic deals and opening doors others cantYou leverage your relationships with major holding groups and independent agencies to drive meaningful revenueYou manage a book of business to ensure best in class customer service, campaign success and customer satisfactionYou generate go-to-market plans to define your selling strategies and you execute with confidence and precisionYou manage your sales pipeline with good hygieneYou stay sharp on adsquare’s evolving products and technology developments, and acting as an expert to our customersYou lead contract negotiations with good business acumen ensuring fair, fast and scalable partnershipsYou clearly communicate the company’s vision and value to partners and peersYou build strong relationships across the ecosystem (agencies, brands, DSPs, SSPs, DMPs, ad networks and press)You represent adsquare at key industry events, building visibility and generating leadsYou will report directly to the General Manager","You have 3-5 years of experience in positions of sales or business development units in the ad tech, mar tech and/or data industry (media experience will be reviewed on a case by case basis)You are proficient in face-to-face sales and cold callingAggressive sales person who enjoys hunting rather than farmingYou have strong interpersonal skills and a good sense for business opportunitiesPrevious experience in real-time advertising, programmatic and data management is a plusYou are willing to take on responsibility for the entire sales process in a growing companyYou have strong negotiation and communication skillsYou are fluent in English"
Praktikant (m/w/d) Conversion Optimierung / A/B Testing,Varify GmbH,Grünwald,Praktikum,"Homeoffice möglich, Vollzeit",Für das Sommersemester 2024,"Studium der (Wirtschafts-) Psychologie, E-Commerce, Medienwissenschaften, (Medien-)Informatik, Wirtschaftsinformatik oder BWL mit Schwerpunkten Finanzen, Statistik o.ä.Daten- bzw. user-research-getriebenes Mindset sowie sehr gute analytische FähigkeitenFähigkeit mehrere Projekte gleichzeitig zu bearbeitenStarke Eigeninitiative und konzeptionelle StärkeInteresse an Verkaufspsychologie oder Kundenverhalten im E-Commerce/OnlineshopDu arbeitest präzise und gewissenhaft und hast hohe Ansprüche an deine eigene LeistungSehr gute Deutsch- und Englischkenntnisse in Wort und Schrift"
Projektmanager Microsoft Dynamics 365 Business Central (w/m/d),TSO-DATA Nürnberg GmbH,Nuremberg,Feste Anstellung,"Homeoffice möglich, Vollzeit","TSO-DATA ist ein IT-Experte und Microsoft-Partner, der sich auf ERP-Lösungen für den Handel spezialisiert hat. Mit den Branchenlösungen KatarGo und LS Central auf Basis von Microsoft Dynamics 365 Business Central unterstützt TSO-DATA Versand-, Groß- und Einzelhändler bei der Digitalisierung ihrer Geschäftsprozesse.Für unseren Standort in Nürnberg suchen wir aktuell einenProjektmanager (m/w/d)Microsoft Dynamics 365 Business Central.","Erfolgreich abgeschlossenes Studium (BWL, Wirtschaftsinformatik, Informatik, Logistik, Technik) oder alternativ eine Ausbildung im IT-, kaufmännischen oder technischen BereichErfahrung mit ERP-Systemen, ERP-Beratung / ERP-Einführung / ERP-Projektmanagement idealerweise in Microsoft Dynamics 365 BC / NAVSicherer Umgang gängiger Projektmanagement-Tools (z. B. JIRA, Confluence"
Packaging Process Engineer for Photonic Integrated Circuits (m/f/x),Keysight Technologies Deutschland GmbH,Böblingen,Feste Anstellung,Vollzeit,"Keysight (https://www.keysight.com/us/en/about.html)is on the forefront of technology innovation, delivering breakthroughs and trusted insights in electronic design, simulation, prototyping, test, manufacturing, and optimization. Our ~15,000 employees create world-class solutions in communications, 5G, automotive, energy, quantum, aerospace, defense, and semiconductor markets for customers in over 100 countries. Learn more about what we do. (https://www.youtube.com/watch?v=ykxkSz5DlPo&t=16s)Our award-winning (https://jobs.keysight.com/awards)culture embraces a bold vision of where technology can take us and a passion for tackling challenging problems with industry-first solutions. We believe that when people feel a sense of belonging, they can be more creative, innovative, and thrive at all points in their careers.","- S. or Ph.D. in electrical engineering (photonics), physics or similar.- At least 3 years work experience in a field related to optical packaging, optical alignment, photonic integrated circuits packaging, hybrid manufacturing or optical packaging.- Experience and advance knowledge in electro-optical measurement and hybrid manufacturing processes.- Classroom knowledge in photonics and quantum electronics, telecommunication science, and electronics.- Understanding of process automatization and software development- Understanding of designing, implementing, debugging, and measuring optical integrated circuits.- Highly motivated to accomplish all the tasks required to meet product development schedules and world class manufacturing expectations.- Excellent interpersonal and communication skills for successful inter-group and intra-group interactions- Good in English and German (at least B2)"
UX/UI Designer at JustWatch in Berlin Germany,JustWatch GmbH,"Berlin, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","We are seeking a motivated product designer to join our Marketing Technology team, driving the future of key business areas and crafting tools that are not only used by internal staff but also by external users, making them strikingly easy, extremely efficient, and fun to interact with.JustWatch stands as the world’s leading movie and TV show streaming guide, boasting over 50 million monthly users. Our platform simplifies the process of discovering what's new and popular across your favorite services, or searching for specific movies and finding where they're available. Presently, we feature hundreds of legal streaming services across 120 countries. Within Marketing Technology, we focus on developing the foundational systems, such as data management, machine learning, internal tools, and customer-facing platforms, that leverage the vast wealth of data and information in the dynamic and exhilarating world of movie entertainment.","What We Are Looking For:Curiosity, drive, and passion are shared characteristics among all individuals at JustWatch, and we seek these values in every person we hire. We are in search of individuals who are eager to continually learn by challenging themselves and others. Additionally, all of us are driven by the desire to accomplish tasks efficiently and subscribe to the belief that \""done is better than perfect.What You'll Bring To The Table:Extensive experience as a UX Designer, Product Designer, or in any other UI/UX-related role (4+ years of experience).Demonstrated eagerness to engage and communicate with users, comprehend their day-to-day tasks, and strive to make a meaningful impact on their lives.Experience in designing data-intensive applications is advantageous.Proficiency in Figma at an advanced level.Ability to effectively communicate the concepts behind ideas to various stakeholders.Enjoyment of working in cross-functional teams while also possessing the capability to work independently."
Business Development Intern (Short-Term Contract) (m/f/x),Nosh.bio GmbH,Berlin,"Studentenjobs, Werkstudent","Homeoffice möglich, Teilzeit","Nosh.bio GmbHNosh.bio is a Berlin based food tech startup. Our vision is a world where food is not harmful anymore neither for the planet, nor for the animals or the people. Our Mission is to develop a new class of ingredients and help the existing alternative products to finally appeal to the mass market.Working field:We're looking for a Business Development Intern to join our team this summer.","You're an enthusiastic, hands-on, and driven young professional who's excited to learn, take initiative, and make an impact.Requirements:If you have a good sense of humor we are all for it! Next to that it would be great if the description below matches your profile:QualificationsYou are currently pursuing an MBA or Master's degree in Business, Management, or a related field and are eager to gain hands-on experience in a dynamic startup environment.You have a solid understanding of business fundamentals, a proactive mindset, and you're ready to learn by doing from day one.You think like an entrepreneur, enjoy solving problems, and have strong analytical skills.You're a clear communicator, a team player, and take ownership of your tasks with a high degree of self-responsibility.You speak fluent English; German is a plus, but not required.Culture Fit & ImpactMotivated, driven, with a strong work ethic and an ability to learn quickly.Respect and positive thinking are some of your characteristics.Ability to work in a fast-paced and changing environment.Ability to organize and prioritize a variety of tasks and work within deadlines.You are excited by Nosh.bio's mission :)Scope:Economics and lawMarketingOffice / AdministrationSales managementField of studies:Law, economics and social sciencesBusiness managementComputer skills:Google WorkspaceMicrosoft ExcelWorking language and expected level:English (Business fluent)ActionsEmployer homepageOfficial career website"
Performance Marketing Manager (m/w/d),KF Design GmbH REMEMBER,Krefeld,Feste Anstellung,"Homeoffice möglich, Vollzeit","REMEMBER® steht für hochwertige Design-, Lifestyle- und Geschenkartikel mit dem gewissen Extra, die Farbe ins Leben bringen und den Alltag verschönern. Mit großer Leidenschaft werden unsere Produkte ausschließlich im eigenen Haus entwickelt und über unseren Onlineshop und den Fachhandel international vermarktet. Seit fast 30 Jahren verfolgen wir unsere Mission, herausragendes Design für Produkte des täglichen Lebens zu gestalten.In den kommenden Jahren wollen wir weiter wachsen, uns noch stärker internationalisieren und digital transformieren. Für unser Team bedeutet das: Jeder Tag ist spannend, bietet neue Herausforderungen und viel Freiraum, eigene Ideen in ein sehr dynamisches Arbeitsumfeld einzubringen. Deshalb sind wir auf der Suche nach engagierten KollegInnen, die offen für Neues sind, Lust, Know-how und Kreativität mitbringen, mit uns diesen Weg weiterzugehen.","Du hast mehrere Jahre Berufserfahrung im Performance Marketing, insbesondere mit Google Ads, Pinterest und Meta Ads – idealerweise ergänzt durch Erfahrung mit TikTok AdsDu bringst fundierte Kenntnisse im Conversion Tracking und idealerweise in der Anwendung des Google Tag Managers (GTM) mitDu bist sicher im Umgang mit Webanalyse- und BI-Tools wie Google Analytics (GA4) und Power BIDu verstehst Funnel-Logiken und verfügst über praktische Erfahrung in der Funnel-Optimierung und Conversion-Rate-Optimierung (CRO)Du hast Erfahrung in der Konzeption und Aussteuerung effektiver Remarketing-StrategienDu arbeitest eigenständig, datengetrieben, strukturiert und lösungsorientiert – mit einem hohen QualitätsanspruchDu bist kommunikationsstark, teamfähig und sicher in der Abstimmung mit internen und externen StakeholdernDu kennst die gängigen Plattformrichtlinien, Datenschutzstandards (z. B. DSGVO) und bleibst in der sich schnell wandelnden Marketingwelt up to"
"Programmatic Trader, Curation (m/f/d)",adsquare GmbH,Berlin,Feste Anstellung,"Homeoffice möglich, Vollzeit","IntroWe’re hiring a Programmatic Trader to execute and optimise our Curated media campaigns. You will be instrumental in setting up, managing, and improving the performance of curated PMPs and data-led campaigns across multiple DSPs and platforms.This is a hands-on operational role working closely with Sales, Client Success, and our strategic Curation team. Your work will help us validate the value of curated media at scale—and deliver strong results for our advertiser partners.Your MissionSet up and traffic curated PMPs using Curation PlatformsMonitor campaign delivery, pacing and performanceOptimise bids, targeting, and setup based on campaign goalsWork with Sales and Client Success to align campaigns with client objectivesDocument learnings and best practices to improve scalabilityIdentify delivery issues (e.g. overlapping targeting) and proactively resolve themCollaborate with the Curation Expert to improve strategy and product-market fit","3+ years of experience in programmatic media buying or tradingStrong understanding of DSPs, SSPs, PMPs, and curation platforms (e.g. Microsoft Curate, Audigent, GumGum, etc.)Familiarity with at least one major DSP (e.g. DV360, The Trade Desk)Experience running PMPs and using audience data in campaign targeting, hands-on experience with at least one Curation platform a plusComfortable owning execution from setup to reportingStrong communication and teamwork skillsResults-oriented problem solver, with a pragmatic approach and a high level of attention to detailTech-savvy, with a passion and aptitude for understanding technical products and systemsAnalytical and enjoy digging into data with your tool of choice e.g. Tableau, Excel, Google sheetsFluent in English; German or another European language is an advantage"
CLINICAL APPLICATIONS AND SUPPORT SPECIALIST (M/W/D),Schwarzer Cardiotek GmbH Messgeräte für die Medizin,Heilbronn,Feste Anstellung,Vollzeit,"Als erfolgreiches Traditionsunternehmen entwickelt, produziert und vertreibt Schwarzer Cardiotek mit einer erfolgreichen Marktpräsenz von über 70 Jahren innovative, technologisch ausgereifte Geräte und Software für die medizinische Diagnostik mit dem Schwerpunkt interventionelle Kardiologie.Wir suchen eine engagierte Persönlichkeit alsClinicalApplicationsand SupportSpecialist(CASS) zur Verstärkung unseres Teams.","Bachelor of Science in Biomedizintechnik, abgeschlossene Ausbildung zur/zum Medizinischen Fachangestellten oder vergleichbares FachgebietUneingeschränkte ReisebereitschaftFließende Deutsch- und EnglischkenntnisseVorkenntnisse oder Erfahrungen im Bereich Kardiologie & Elektrophysiologie sind von VorteilErfahrung als Clinical Application Specialist ist ein PlusVorkenntnisse oder Erfahrung mit Softwareanwendungen für medizinische Geräte ist wünschenswertGrundlegende technische Fähigkeiten, insbesondere zur Durchführung einfacher Fehleranalysen und NetzwerkkonfigurationenAusgeprägte analytische Fähigkeiten und lösungsorientiertes DenkenFlexibilität für unregelmäßige und kurzfristige DienstreisenFähigkeit zur effektiven Zusammenarbeit mit interdisziplinären Krankenhaus-TeamsHohe Kundenorientierung und ausgeprägte DetailgenauigkeitKlare und präzise Ausdrucksweise in Wort und Schrift"
Apprenticeship: Industrial Clerk,MAPEKO Feuer GmbH & Co. KG,"56 Neuwied, Germany","Ausbildung, Studium",Vollzeit,"The Experts for Innovative Preheating.MAPEKO Feuer GmbH & Co. KG is a leading supplier of industrial burners for the global steel industry and is headquartered in Neuwied near Koblenz, Rhineland-Palatinate. With more than 1,700 installed machines in five decades, MAPEKO stands for experience, innovation, and the highest quality. As part of the owner-managed INTOCAST Group, we are one of the world’s leading specialists in the use of refractory products.","A good secondary school certificate (Realschulabschluss) or high school diploma (Abitur)A strong interest in business and commercial processesConfident communication skills and fluency in German (spoken and written), plus a solid foundation in EnglishA friendly, open-minded personality and a hands-on approach to communicationAn interest in learning and a quick understanding of new topicsBasic proficiency with common MS Office programsA talent for organisation and a liking for administrative workA collaborative mindset — we work hand in hand at MAPEKOA responsible, careful work ethic with attention to detailA Class B driving license (a plus, but not required)"
Fachwirt/in - Steuer (m/w/d) (Fachwirt/in - Steuer),BWV RHEMO Steuerberatung GmbH,Koblenz am Rhein,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Die BWV RHEMO Steuerberatung GmbH bietet an 9 Standorten im nördlichen Rheinland-Pfalz mit über 170 Mitarbeiter/innen ein umfangreiches Leistungsspektrum in allen steuerrechtlichen und betriebswirtschaftlichen Fragen für alle landwirtschaftlichen und weinbaulichen Unternehmen, Gewerbetreibende, Freiberufler und Privatpersonen.Für den Innendienst oder den Außendienst, in Vollzeit/Teilzeit, unbefristet.","Kenntnisse der landwirtschaftlichen Buchführung und der Besonderheiten der Besteuerung der Land- und Forstwirte sind erwünscht, aber nicht Bedingung. Ein sicherer Umgang mit Kunden und Behörden ist ebenso gefragt wie der Wunsch nach Fortbildung. Ihre Bereitschaft, sich neuen Herausforderungen zu stellen, ist uns sehr wichtig. Grundkenntnisse: Buchführung, Buchhaltung, Steuerrecht"
Steuerfachangestellte/r (m/w/d) (Steuerfachangestellte/r),BWV RHEMO Steuerberatung GmbH,Koblenz am Rhein,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Die BWV RHEMO Steuerberatung GmbH bietet an 9 Standorten im nördlichen Rheinland-Pfalz mit über 170 Mitarbeiter/innen ein umfangreiches Leistungsspektrum in allen steuerrechtlichen und betriebswirtschaftlichen Fragen für alle landwirtschaftlichen und weinbaulichen Unternehmen, Gewerbetreibende, Freiberufler und Privatpersonen.Für den Innendienst oder den Außendienst, in Vollzeit/Teilzeit, unbefristet.","Kenntnisse der landwirtschaftlichen Buchführung und der Besonderheiten der Besteuerung der Land- und Forstwirte sind erwünscht, aber nicht Bedingung. Ein sicherer Umgang mit Kunden und Behörden ist ebenso gefragt wie der Wunsch nach Fortbildung. Ihre Bereitschaft, sich neuen Herausforderungen zu stellen, ist uns sehr wichtig. Grundkenntnisse: Buchführung, Buchhaltung, Steuerrecht"
Cross Platform Software Engineer Windows / macOS (all genders),TeamViewer Germany GmbH,Stuttgart,Feste Anstellung,"Homeoffice möglich, Vollzeit","Join TeamViewer, the leader in remote connectivity software. We harness the potential of cutting-edge technologies such as Augmented Reality and Artificial Intelligence to push the boundaries of innovation and shape the future of digitalization.Our team of more than 1,500 employees spans different continents, cultures and disciplines. With our inclusive values, we celebrate the unique perspectives and talents each individual brings to the table and foster a dynamic work environment where new ideas thrive.Become part of our winning team and help us create a world that works better.","University or college degree in the field of computer science, software engineering, or any other related subject2+ years of professional experience in the field of object-oriented software development using C++ (C++ 14 or above) and design patternsKnowledge of macOS and/or iOS development with XcodeExperience in any of the following fields would be desirable: Qt, Objective-C or JavaScript/ReactStructured and analytical way of thinking / working, being a team player, as well as motivated to learn new thingsFluency in English is mandatory, German is a plus"
Mechanical Commissioning Manager,KCMC - Kuchenmeister & Collegen Limited,"Frankfurt, Germany",Arbeitnehmerüberlassung,Vollzeit,"They are heavily involved in the construction of data centres which they build as a complete package from enabling/civil works through structural build, M&E installation and commissioning to final client hando over. They are seeking to engage an Mechanical Commissioning Manager for long-term Data Center project in Frankfurt, GeRequirementsGermany. Established in 2004, KCM is owned and managed by construction professionals who recruit solely in the construction sector both in Ireland and internationally.","and Cx programme Milestones • Degree in Mechanical Engineering or 7 year on the job exp erience managing in Cx Roles • Process driven candidate and focus on EHS and Quality Work Management Syste ms and Processes is desirable • Minimum of 7 Years’ experience in a similar role within a construction environment with experience in Commercial, Industrial, pharma, data cent re type projects is desirable. • Solves problems anRemunerationanalytically and acts decisively."
1 Bachelor m-w-d für Siedlungswasserwirtschaft,Wasserwirtschaftsamt Bad Kissingen,Bad Kissingen,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Wir suchen ab sofort unbefristetfür den Bereich „Siedlungswasserwirtschaft“ einenDiplomingenieur (FH) / Bachelor of Engineering or Science (m/w/d)der Fachrichtung Bau- / Umweltingenieurwesen, Wasserwirtschaft, Technischer Umweltschutz oder vergleichbarer Fachrichtungen","Unsere Erwartungen:- ein erfolgreich abgeschlossenes Studium als Diplomingenieur (FH) / Bachelor of Engineering or Science in den Fachrichtungen Bau- / Umweltingenieurwesen, Wasserwirtschaft, Technischer Umweltschutz oder vergleichbarer Fachrichtungen- starkes Interesse an wasserwirtschaftlichen Themen, insbesondere im Bereich der Siedlungswasserwirtschaft- gute Fachkenntnisse im Bereich der Abwasserentsorgung bzw. der Wasserversorgung sind von Vorteil- Erfahrung im Umgang mit den einschlägigen technischen Regelwerken und Programmen sind wünschenswert, aber keine Einstellungsvoraussetzung- Kenntnis des Wasserrechts und der Wasserrahmenrichtlinie (WRRL) sind ebenfalls von Vorteil- anwendungssichere Kenntnisse in Standardsoftware (MS Office) und die Bereitschaft, sich bei entsprechender Fortbildung in spezifische IT-Anwendungen einzuarbeiten (z. B. wasserwirtschaftliche Fachanwendungen wie GIS-Term, DABay)- Aufgeschlossenheit und Leistungsbereitschaft gegenüber neuen Herausforderungen- Fähigkeit zur selbständigen Arbeit- Flexibilität und Teamfähigkeit- sehr gute schriftliche und mündliche Kommunikationsfähigkeit, Deutschkenntnisse mindestens C1-Niveau- Führerschein der Klasse B und die Bereitschaft ein Dienst-Kfz zu führen.Anforderungen an den Bewerber: Erweiterte Kenntnisse: Bauphysik, Baustellenvermessung, Kalkulation, Baustoffkunde, -technologie, Tiefbau (Planung, Überwachung)Expertenkenntnisse: Bauzeichnen"
Erfahrene Kollegen (m/w/d) als PA oder RA für IP. Teil-/Vollzeit. Office/hybrid/mobil (Rechtsanwalt/Rechtsanwältin),horak Rechtsanwälte Partnerschaft mbB,Hannover,Feste Anstellung,"Teilzeit, Vollzeit","Sie sind bereits Associate/ Senior Associate oder in ähnlicher Funktion in einer (Patent- oder Rechtsanwalts-)Kanzlei oder der Rechtsabteilung/ Patentabteilung eines Unternehmens tätig. Nun wollen Sie Ihrer Karriere einen neuen Blickwinkel geben und genau hierfür suchen wir Sie als Quereinsteiger/in.horak Rechtsanwälte ist weder eine Anwaltsfabrik noch eine Feld-Wald-Wiesen-Kanzlei. Wir sind Fachanwälte und Spezialisten. Dabei streben wir eine dauerhafte Beziehung zu unseren Mandanten an, die auf Qualität, Vertrauen und Verlässlichkeit unserer Leistungen basiert.Selbstverständlich beraten wir mittelständische Unternehmen, Konzerne und öffentlich-rechtliche Körperschaften sowie Privatpersonen auf nahezu allen Gebieten des nationalen und internationalen Wirtschaftsrechts. Das ist auch gut so.Wir bieten jedoch mehr. Unsere Anwälte sind hochspezialisiert, arbeiten wissenschaftlich fundiert und sind Experten auf ihrem Gebiet. Als strategischer Rechtspartner haben wir ein Ziel-Erfolg.In diesem Umfeld suchen wir (patent-)anwaltliche Verstärkung. Dabei kommt für uns im Falle eines Rechtsanwaltes grundsätzlich jedes wirtschaftsrechtliche Gebiet, das Sie bevorzugen, in Betracht. Als Patentanwalt steht Ihnen die gesamte Klaviatur der Schutzrechte zur Verfügung.Derzeit können wir Ihnen vor allem eine umfassende Praxis in den nachfolgenden Teilbereichen anbieten, in denen wir einen erheblichen Mandats- und Bearbeitungsüberschuss haben:- gewerblicher Rechtsschutz (IP), Technikrecht, insbesondere Markenschutz, Patentschutz, Designschutz, Urheberschutz, Leistungsschutz, Verlagsrecht, Medienrecht (für Künstler, Sender, Agenturen, Verlage und Produzenten), Filmrecht, Fernsehrecht, Musikrecht,- IT-Recht, Onlinerecht, TK-Recht, Domainrecht, Datenschutzrecht, Schutz von Persönlichkeitsrechten (","Teevielfalt aus Vorwerk-Teemial-Maschinen), frisches, abwechslungsreiches Obst u.a. dürfen Sie von Ihrem künftigen Arbeitgeber gerne erwarten.Sie können zu uns dann passen, wenn Sie bereits über Berufserfahrung verfügen.Sie müssen sich hierbei in eine Kanzlei mit derzeit 13 Kolleginnen und Kollegen, die alle im gewerblichen Rechtsschutz, Urheber- und Medienrecht, Wettbewerbs- und Kartellrecht sowie Technik-bezogenen Rechtsgebieten und teils Life Science zu Hause können Sie aufhttp://www.bwlh.deoder einer unserer anderen Sites wiehttp://www.iprecht.denachsehen.Ergänzende Informationen"
Maintenance Engineer (all gender),Erbengemeinschaft nach Anton Wolfgang Graf von Faber-Castell,Stein bei Nürnberg,Feste Anstellung,Vollzeit,"Für unsere Faber-Castell Aktiengesellschaft in Stein bei Nürnberg suchen wir ab sofort einen Maintenance Engineer (all gender).1761 gegründetseit 9 Generationen im Familienbesitzmit rund 2,3 Mrd. Blei- und Farbstifte pro Jahr sind wir der bedeutendste und älteste Hersteller von holzgefassten Stiften der Welt6.500 Mitarbeitende sind weltweit für uns tätig, Faber-Castell ist in über 120 Ländern vertreten87% des globalen Energiebedarfs decken wir durch erneuerbare Energienmit unserer Sozial-Charta verpflichten wir uns weltweit zu Chancengleichheit, Gleichbehandlung und dem Verbot von Kinderarbeitunsere Vision ist es, kreative Fähigkeiten frei zu setzen und unsere Kundinnen und Kunden mit unseren Produkten zu inspirieren","Fundierte Kenntnisse in Maschinenbau und GebäudetechnikKenntnisse im Bereich Elektrotechnik oder Mechatronik von VorteilErfahrung mit Industrie 4.0-Technologien (z.B. Condition Monitoring, digitale Zwillinge)Umgang mit CAFM- und CMMS-Systemen (z.B. SAP PM)Kenntnisse in Automatisierungs- und Steuerungstechnik (SPS, BUS-Systeme)Datenanalyse (Big Data, Python/SQL-Grundlagen, Power BI)Erste Erfahrung mit Energiemanagementsystem ISO 50001Erfahrung im Projektmanagement inkl. einschlägiger MethodenAnalytisches und systemisches DenkvermögenTeamfähigkeit und interdisziplinäres ArbeitenHohes Verantwortungs- und SicherheitsbewusstseinVeränderungsbereitschaft und DigitalaffinitätStrukturierte und lösungsorientierte ArbeitsweiseAusgeprägte Kommunikations- und KoordinationsfähigkeitGute Deutschkenntnisse in Wort und Schrift"
Cross Platform Software Engineer Windows / macOS (all genders),TeamViewer Germany GmbH,Stuttgart,Feste Anstellung,"Homeoffice möglich, Vollzeit","Join TeamViewer, the leader in remote connectivity software. We harness the potential of cutting-edge technologies such as Augmented Reality and Artificial Intelligence to push the boundaries of innovation and shape the future of digitalization.Our team of more than 1,500 employees spans different continents, cultures and disciplines. With our inclusive values, we celebrate the unique perspectives and talents each individual brings to the table and foster a dynamic work environment where new ideas thrive.Become part of our winning team and help us create a world that works better.","University or college degree in the field of computer science, software engineering, or any other related subject2+ years of professional experience in the field of object-oriented software development using C++ (C++ 14 or above) and design patternsKnowledge of macOS and/or iOS development with XcodeExperience in any of the following fields would be desirable: Qt, Objective-C or JavaScript/ReactStructured and analytical way of thinking / working, being a team player, as well as motivated to learn new thingsFluency in English is mandatory, German is a plus"
1 Bachelor m-w-d für Siedlungswasserwirtschaft,Wasserwirtschaftsamt Bad Kissingen,Bad Kissingen,Feste Anstellung,"Homeoffice möglich, Teilzeit, Vollzeit","Wir suchen ab sofort unbefristetfür den Bereich „Siedlungswasserwirtschaft“ einenDiplomingenieur (FH) / Bachelor of Engineering or Science (m/w/d)der Fachrichtung Bau- / Umweltingenieurwesen, Wasserwirtschaft, Technischer Umweltschutz oder vergleichbarer Fachrichtungen","Unsere Erwartungen:- ein erfolgreich abgeschlossenes Studium als Diplomingenieur (FH) / Bachelor of Engineering or Science in den Fachrichtungen Bau- / Umweltingenieurwesen, Wasserwirtschaft, Technischer Umweltschutz oder vergleichbarer Fachrichtungen- starkes Interesse an wasserwirtschaftlichen Themen, insbesondere im Bereich der Siedlungswasserwirtschaft- gute Fachkenntnisse im Bereich der Abwasserentsorgung bzw. der Wasserversorgung sind von Vorteil- Erfahrung im Umgang mit den einschlägigen technischen Regelwerken und Programmen sind wünschenswert, aber keine Einstellungsvoraussetzung- Kenntnis des Wasserrechts und der Wasserrahmenrichtlinie (WRRL) sind ebenfalls von Vorteil- anwendungssichere Kenntnisse in Standardsoftware (MS Office) und die Bereitschaft, sich bei entsprechender Fortbildung in spezifische IT-Anwendungen einzuarbeiten (z. B. wasserwirtschaftliche Fachanwendungen wie GIS-Term, DABay)- Aufgeschlossenheit und Leistungsbereitschaft gegenüber neuen Herausforderungen- Fähigkeit zur selbständigen Arbeit- Flexibilität und Teamfähigkeit- sehr gute schriftliche und mündliche Kommunikationsfähigkeit, Deutschkenntnisse mindestens C1-Niveau- Führerschein der Klasse B und die Bereitschaft ein Dienst-Kfz zu führen.Anforderungen an den Bewerber: Erweiterte Kenntnisse: Bauphysik, Baustellenvermessung, Kalkulation, Baustoffkunde, -technologie, Tiefbau (Planung, Überwachung)Expertenkenntnisse: Bauzeichnen"
Software Engineer,Autodesk GmbH Potsdam,"Potsdam, Germany",Feste Anstellung,"Homeoffice möglich, Vollzeit","Position OverviewBecome a member and participate in a varied Software Engineering Scrum team in the Civil Infrastructure Product Line Group in Potsdam.Our team develops Civil engineering software to be used in the cloud as well as on a desktop, to help civil engineers during both the design and review process.We are looking for an individual who is enthusiastic about designing and developing high quality software solutions which may combine desktop applications, web clients and cloud services.You will have a significant impact on how we design, build, and deliver our products to millions of professionals. You will report to the local Engineering Manager and work in a cross-functional team focused on building and maintaining software for various products and components. You will work on a variety of unique challenges which give you the chance to learn modern technology and grow your skills.At Autodesk we work in a Hybrid working model from our Potsdam office location.About AutodeskWelcome to Autodesk! Amazing things are created every day with our software – from the greenest buildings and cleanest cars to the smartest factories and biggest hit movies. We help innovators turn their ideas into reality, transforming not only how things are made, but what can be made.We take great pride in our culture here at Autodesk – our Culture Code is at the core of everything we do. Our values and ways of working help our people thrive and realize their potential, which leads to even better outcomes for our customers.","Minimum Qualifications2+ years' experience programming with JavaScript/ReactFirst or upper-second class degree in Computer Science, Engineering, or a related technical fieldBasic knowledge with computational geometryBasic German knowledge, Solid English knowledgePreferred QualificationsPassion to improve product quality and securityExperience in handling large scale code basis and refactoring Experience in software development in a commercial setting in a scaled Scrum team scenario with several teams working on shared deliverables.Experience with Git or similar source code revision control systemsExperience with C++ and TypescriptWorking Experience or educational background in AEC industry is a plusTech that we useC#, C++, JavaScript, TypeScript, NodeJS, ReactLearn More"
